Kod stacji,DsJelw05,DsLegZlotor,DsLubinMaj,DsNRudaSrebPArch,DsSwidRynekArch,DsWrocWie,KpCiechoTezniowa,KpSadlog,KpSwiecGruczno,KpSwiecKolejowa,KpTorunDziewulsk,KpWloclSielska,KpWolice,LbBialaPOrzechowa,LbDorohWIOS,LbLublinPiel,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdKutnoWIOSMWilcza,LdLodzWSSEMWodna40,MpAndrycWSSEKrak1801,MpBochniWSSESoln0102,MpChrzanWSSEGrzy0301,MpKrakowWIOSAKra6117,MpKrakowWIOSPrad6115,MpKrakowWSSERPod6113,MpNoTargWSSESzaf1102,MpOswiecWSSEWiez1301,MpTarnowWSSEMosc6301,MpWielicWIOSNiep1904,MzCiechStrazacka,MzOstrolTargowa,MzWarszBernWoda,MzWarszKrucza,MzWarszZelazWSSE,OpKkozle243,OpOpole45p,OpPrud189p,PdBialyLegionowa8,PdLomzaKopernika16,PdSuwPulaski,PkJasloWIOSFlor,PkPrzemWIOSPDom,SkChecBiaZag,SkKielJagiel,SkOzarowMiec,SkOzarowOsWz,WmOlsztyWSSE_Zolnier,WpKonin31018,WpLeszno411000,WpPila5710111,WpPoznan63117,ZpGryfWiduchowa003,ZpSzczWSSESped6
Wskaźnik,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
9/14/2003 0:00,5.917,,48,,36,33.5,22.14,21,23,16,32,,,,,30,,28.5,83,61,18,,33,40.625,31,,,,,,21,,37,29.3,43,92,56,53,,,,,,23,28,,,15,41,,40,36,23.1,13
9/15/2003 0:00,8.583,50,46,,51,65.7,,57,37,27,45,,4,35,10.2,57,47.9,56.3,,59,23,,31,54.708,40,,31,,,,31,66.5,26,43.9,44,,,,,64.1,,31,,41,66,21,31,13.6,,40,67,59,33.6,
9/16/2003 0:00,7.083,66.9,65,54.188,54,64.3,,44,35,32,58,23.6,3,28,,53,53,46.8,,56,0,,59,67.292,65,,29,,,,43,50.3,19,43.9,60,,,,,,,37,,77,97,43,51,32.3,,,,39,29.1,
9/17/2003 0:00,8.458,41.5,54,53.824,51,35.9,,22,18,23,40,,8,22,9.4,48,42.3,37.3,,53,18,,40,64.625,74,,24,,,,25,20.8,11,34.8,40,,,,,47.8,38.9,39,,65,51,33,39,20.8,,42,40,37,15.8,
9/18/2003 0:00,5.125,29.3,,53.648,39,35.9,,32,25,20,37,24.9,7,23,,45,35.5,57,,66,20,,33,71.542,73,,31,,,,33,18.8,9,78.7,39,45,,,,,,,,60,58,34,43,35.5,,,50,22,26.2,26
9/19/2003 0:00,10.042,,,53.352,,39.3,,56,42,44,55,,4,24,11.2,47,,46,,67,13,,48,,65,,39,,,,46,65.8,14,80.5,40,,53,92,,66.9,40.9,,,92,77,44,56,50.1,,43,,47,33.2,42
9/20/2003 0:00,10.958,,67,53.106,45,,,69,34,30,61,,,,,73,,85.5,,53,15,,26,82.75,69,,38,,,,28,44,22,60.4,37,,,,,,,,,75,50,59,56,31.6,,,,47,39.7,46
9/21/2003 0:00,11.75,,55,53.022,41,,,51,34,24,50,,,24,10.4,52,,46.1,,40,7,,24,65.375,51,,25,,,,27,72.5,20,23.8,50,,,,,50.6,31.5,,,63,68,45,46,43.3,,39,,27,16.1,21
9/22/2003 0:00,6.542,37.8,66,52.805,44,45.9,,55,32,18,32,,5,27,,52,47.1,52.4,,40,69,,24,71.625,69,,32,,,,28,55.2,30,25.6,45,,,,,,,35,,55,54,46,54,37.5,,,,29,29.4,29
9/23/2003 0:00,8.875,51.8,45,52.009,33,20.5,,57,34,27,41,,7,30,8.4,42,61,57.5,35,20,43,,17,65.708,44,,16,,,,20,38.2,11,31.1,43,,,,,59.6,38.3,27,,59,14,41,48,27.4,,21,43,16,7.4,8
9/24/2003 0:00,3.667,28.8,25,53.009,18,14.8,,8,9,11,13,24.8,5,7,,40,20.5,24.4,27,40,13,,11,32.609,15,,19,,,,18,,22,11,21,48,49,50,,,,11,,14,19,9,14,15.4,,,35,25,12.2,14
9/25/2003 0:00,3.708,16.9,38,55.18,32,30.6,,17,11,15,27,,6,32,12.2,52,37.5,34.3,85,31,0,,19,50.375,32,,34,,,,47,50.6,13,16.3,36,,,,,30.3,55,,,22,39,14,10,20.8,,24,,45,15.1,23
9/26/2003 0:00,4,,38,55.123,25,40.1,,28,,18,30,20.2,7,18,,41,,54.4,78,63,,,18,62.708,36,,16,,,,30,41.1,20,54.2,24,,,,,,,,,58,23,,,30.4,,,,29,23.8,23
9/27/2003 0:00,6.708,,44,54.209,40,62.1,,29,,18,42,,,26,12.5,50,,48.9,69,,42,,20,54.25,42,,,,,54.1,43,76.9,15,42.1,50,,44,,,56,45.2,,,40,44,,,35.6,,,41,27,15,25
9/28/2003 0:00,6.167,,57,53.774,48,63.2,,24,,14,31,,,,,50,,51.3,82,42,,,12,67.708,59,,,,,55.7,16,29.1,19,44.6,43,,,,,,,,,73,41,,,24.5,46,,,33,17,16
9/29/2003 0:00,7.458,27.1,26,53.34,47,26.1,,39,,28,55,,11,25,10.6,44,,56.6,,27,15,,12,60.417,55,,10,,,46.9,49,65.7,16,35.8,47,47,27,44,,75.8,62,28,76,45,31,36,35,69.8,,28,63,28,15.4,12
9/30/2003 0:00,4.708,21.6,28,53.321,23,25.5,,10,,13,25,34.4,6,13,,27,,28.6,,,23,,41,42.5,34,,15,,,31.1,29,20.7,12,24.9,32,,16,,,,,18,30,26,22,18,17,26.8,,,26,25,13.3,19
10/1/2003 0:00,4.708,17,38,,32,41.7,17.09,12,,12,18,,6,10,15.1,49,27.6,40.2,51,26,0,,19,60.375,43,,25,,,40.1,31,35.3,5,19.7,42,,28,,,25.7,56.4,25,70,39,34,22,26,21.9,,31,41,,25.5,21
10/2/2003 0:00,7.083,36.3,29,45.09,31,27.5,,27,,14,51,29.5,12,14,,35,36.2,32.5,67,37,22,,12,58.542,39,,9,,,31.5,32,64.6,9,24.1,49,,12,,,,,,,33,18,18,23,39,,,59,,22.6,
10/3/2003 0:00,6.167,,32,30.95,,35.2,18.68,19,,10,43,,7,15,15.9,39,,47.9,63,40,34,,22,58.333,43,,25,22,,49.6,36,37.2,14,32.9,,,7,,,32.7,69.4,,,38,34,21,40,22.8,,33,,34,27.9,
10/4/2003 0:00,3.083,,24,29.48,42,,,17,,12,33,,,,,32,,24.5,43,26,21,,19,53.083,44,,26,11,,32.4,25,35.9,4,22,31,17,9,50,,,,,,37,21,25,25,17.7,34,,,17,11.7,
10/5/2003 0:00,3.583,,16,8.81,39,,11.94,21,,12,31,,,3,8.5,21,,17,25,,12,,6,29.636,21,,14,4,,22.3,5,20.9,5,18.3,13,,,,,31.1,23.7,,,24,8,12,16,13.5,,24,,19,11.4,
10/6/2003 0:00,3.75,29,22,5.69,33,14.6,,8,,6,12,,4,3,,18,12.1,17.2,33,,15,,12,,16,,15,4,,16.1,5,16.5,8,9.1,17,,9,,,,,10,26,12,12,10,10,,32,,,16,11,
10/7/2003 0:00,3.792,44.9,15,4.84,37,10.2,14.21,8,,5,12,,6,7,11.2,13,16.5,15,24,17,9,,6,,10,,11,2,,11.1,12,14.6,9,7.3,15,,6,,,23.6,45.1,10,26,10,7,12,11,18.5,19,17,,14,6.7,5
10/8/2003 0:00,3.75,35.6,19,16.27,46,9.9,,9,,8,21,20.1,6,15,,23,13.4,23.8,,17,20,,13,,18,,21,6,,22.3,11,27,4,11,20,,9,,,,,18,27,21,3,17,15,12.3,28,,22,14,7.3,6
10/9/2003 0:00,2.5,33.9,15,8.81,31,13.5,14.31,7,,8,17,,5,10,13.6,24,17.4,11.4,,18,17,,6,,17,,12,8,,21.1,20,28.9,8,11,22,28,3,36,,38.1,38.2,,,19,4,15,13,17.6,,19,,20,12.8,13
10/10/2003 0:00,4.625,,,5.73,52,8.6,,15,14,9,23,13.8,8,3,,19,17.5,11.2,,21,24,,13,,18,,7,3,,23.1,16,16.6,3,12.8,23,,21,,,,,,,28,8,19,15,10.6,23,,,14,23.5,9
10/11/2003 0:00,3.708,,,4.72,30,13.6,9.26,9,10,8,19,,,9,10.1,16,15.5,17.6,,17,11,,13,,22,,,6,,35.3,5,12.4,5,27.4,14,,20,,,,19.5,,,22,7,21,12,3.1,20,18,25,15,10.4,10
10/12/2003 0:00,4.833,,16,3.45,31,15.6,,7,8,6,9,,,,,16,11.9,6.4,,,25,,27,,18,,,13,,22.2,10,8.1,5,11,11,,24,,,,,,,15,6,16,12,2.3,,,,14,7.9,12
10/13/2003 0:00,4.25,30.2,25,29.07,50,15.8,11.76,6,10,9,16,,4,11,11,18,14.6,12,,24,29,,34,,33,,12,8,,,10,8.1,4,11,17,,24,,,49,20,18,32,26,6,9,9,3.7,,31,22,18,14.3,18
10/14/2003 0:00,6.826,33.5,21,21.78,51,14.6,,5,7,9,9,15.1,3,3,,25,19.7,13,31,28,35,,49,62.25,46,,18,24,,50.5,12,6.1,5,5.5,10,61,32,94,,,,30,56,31,12,11,12,8.8,,,16,18,10.5,19
10/15/2003 0:00,3.583,25,26,1.5,46,15.4,18.82,5,6,10,10,,6,12,12.8,22,15.4,12,30,22,29,,35,47.417,25,,20,33,,36.7,10,14,4,11,16,,32,,,23.9,23.4,17,33,25,9,11,10,38.1,8,29,20,13,16.6,17
10/16/2003 0:00,4.5,29.2,27,3.1,51,25.2,,12,15,11,37,21.1,20,17,,24,27.6,7.1,81,27,56,,37,57.045,36,,15,58,,35.6,30,41.3,4,12.8,36,,66,,,,,,,15,26,15,19,24.4,,,44,26,15.5,25
10/17/2003 0:00,8.125,,36,,,35.5,10.86,36,68,22,81,,21,17,11.6,23,22.1,17.9,94,31,45,,36,47.917,23,,8,51,,25.4,22,55.5,9,29.3,38,,40,,,56.8,61.1,,,32,43,,,56.6,,48,,49,34.2,50
10/18/2003 0:00,13,,31,,52,,,42,59,32,75,,,,,28,33.1,20.8,120,57,51,,,86.25,71,,56,70,,54.4,43,79.7,5,54.9,47,118,,114,,,,,,63,54,,,28.4,,,,61,59.5,95
10/19/2003 0:00,6.833,,41,,30,,66.81,38,58,35,69,,,26,11.8,74,40.5,27.8,43,,35,,52,105.958,83,,53,0,,98.6,,91.6,5,45.7,66,67,26,69,,77.7,94.8,,,66,102,,,30.1,,52,100,50,50.2,70
10/20/2003 0:00,7.75,24.7,48,,63,60.3,,42,55,31,80,,29,19,,55,45.3,36.7,,60,66,,61,125.292,77,,30,2,,98.4,,93.6,4,64,55,,25,,,,,12,123,69,73,31,38,45,47,,88,57,68.7,79
10/21/2003 0:00,14.167,29.8,37,,64,34.2,33.37,31,32,15,47,,12,9,10.1,24,28.1,15.7,,38,45,,64,78.042,57,,44,45,,63.4,23,42.3,4,18.3,22,,37,,,43.5,54.3,33,68,40,33,30,27,13.1,,12,40,32,36.6,38
10/22/2003 0:00,9.292,24.6,31,,31,28.5,,15,10,40,44,21,11,10,,29,17.3,16.7,,31,22,,22,,33,,18,48,,39.8,20,19.8,9,7.3,21,,35,,,,,24,61,22,22,17,19,22.4,,,31,45,55.7,29
10/23/2003 0:00,10.833,38,56,,39,63,22.55,47,26,28,70,,9,18,11,26,18.2,11.6,,60,15,,28,,28,,16,33,,36.4,87,54.9,16,12.8,47,,,,,56.3,55.5,,,14,42,14,22,10.6,,25,,38,22.2,23
10/24/2003 0:00,5.5,,29,,50,35.8,,32,29,22,56,29.3,12,34,,54,32.5,38.6,67,55,48,,91,62.875,57,,11,41,,54.2,43,84.1,37,18.3,49,,,,,,,,,47,63,,,14.4,,,,35,20.8,20
10/25/2003 0:00,4.958,,27,,23,23,40.24,23,15,5,28,,,19,12.7,36,34.2,31.5,27,31,17,,27,71.083,73,,,83,,59.3,24,,47,43.9,27,,,,,45.8,36.7,,,49,28,33,29,14.3,,65,33,21,25.8,11
10/26/2003 0:00,4.5,,6,,27,13,,8,6,4,13,,,,,32,24.4,15.3,70,,17,,21,32.739,28,,,62,,30,19,,10,16.5,20,,,,,,,,,30,19,21,19,5.4,,,,18,11.6,25
10/27/2003 0:00,3.958,40.8,59,,42,56.1,31.06,17,15,14,34,,9,19,15.1,73,44.5,35.3,,47,78,,114,77.526,48,,45,65,,59.5,31,49.4,17,42.1,36,,,,,49.3,62.3,52,93,38,40,29,26,36.5,,74,,39,24.1,18
10/28/2003 0:00,5.917,29.9,71,,39,49.2,,31,24,12,41,18.1,20,25,,40,32.4,33.3,,60,100,,71,140.208,122,,93,125,,134.1,45,71.7,14,34.8,61,,,,,,,23,127,79,54,41,29,47.4,,,102,46,20.8,28
10/29/2003 0:00,7.792,24,58,,27,44.1,50.56,44,50,28,61,,27,18,12,27,,47.7,,54,83,,70,143.25,101,,19,114,,71.2,60,76.7,13,20.1,46,,,,,70.1,90.3,20,95,46,37,29,26,31.5,,41,98,46,28.5,36
10/30/2003 0:00,8.667,46,75,,32,44.8,,54,60,31,54,50.3,36,14,,42,,36.6,,48,83,,52,,73,,37,58,,72.7,54,63.5,,45.7,44,,,,,,,,,33,34,,,25.4,,,,60,30,36
10/31/2003 0:00,3.792,,,,,,41.22,42,56,31,55,,10,23,12.8,19,,32.6,,38,,,34,94.167,70,,36,37,,65.8,58,73.6,52,51.2,51,,,,,64.5,65.6,,,57,45,,,28.5,,26,,32,23.6,31
11/1/2003 0:00,6.917,,66,49.65,39,,,22,33,,34,,,10,13.1,17,22.1,,,,,,34,57.273,26,,16,9,,23.9,69,39.5,,56.7,46,,,,20,41.7,81.2,,,17,23,,,32.6,,,71,,19.9,22
11/2/2003 0:00,6.292,,58,41.81,39,,22.2,20,28,,42,,,,,25,24.4,,,,,,48,47.783,40,,36,62,,37.1,60,59.6,,23.8,37,,,,18,,,,,31,29,19,19,23,56,,,,9.3,15
11/3/2003 0:00,4.875,33.5,23,119.16,33,20.3,,18,23,,28,,7,14,12.7,24,21.8,18.3,,31,15,,27,67.208,39,,,20,,31.6,,36.8,,32.9,45,,,,26,43.8,,13,47,26,36,19,26,18,25,28,49,22,7.4,11
11/4/2003 0:00,4.667,24.3,41,32.65,24,25.2,34.21,11,11,,17,31.7,4,15,,26,22.9,23.7,,30,29,,56,79.333,43,,18,40,,38.3,,20.2,,25.6,21,,,,25,,,22,57,29,15,20,19,1.9,,,,22,11.8,13
11/5/2003 0:00,6.208,16.9,38,109.05,67,28,,16,24,,29,,12,16,11.2,33,20.4,17.3,,41,62,,35,67.667,53,,49,92,,50.3,,19.9,37,21.9,17,,,,19,60.1,41.8,30,58,28,45,26,26,22.1,,28,,33,12.2,17
11/6/2003 0:00,12.583,25,32,,52,16.6,23.31,22,31,,36,29.8,14,3,,20,18.7,6.7,,36,29,,19,40.958,27,,27,8,,33.8,,52.3,8,18.3,30,,,,17,,,,,26,14,11,15,24.4,,,8,33,31,32
11/7/2003 0:00,11.542,,22,,33,19.8,,12,21,11,19,,13,,8.9,30,16.5,17.1,45,,55,,6,41.042,17,,22,15,,20.1,,,,23.8,28,,,,18,49.3,34.9,,,,19,11,17,14.3,35,40,,31,22.9,22
11/8/2003 0:00,9.542,,31,,53,,14.45,22,19,9,21,,,,,27,22,,33,46,29,,29,63.833,41,,33,6,,65.6,,,,36.6,28,,,,24,,,,,,29,19,28,12.6,,,,42,22.5,25
11/9/2003 0:00,20.75,,12,,50,,,16,13,5,11,,,,8.5,13,10.3,,30,,15,,6,49.696,29,,14,0,,35.6,,,,11,10,,,,12,,36.1,,,,9,9,11,3.1,,33,64,32,16.6,28
11/10/2003 0:00,13.625,,23,,49,,19.8,12,13,5,8,,13,17,,30,16.5,,61,19,33,,6,36.87,22,,20,3,,22.7,,,,23.8,32,,,,10,,,,77,,12,11,14,6.2,,,,28,15.6,22
11/11/2003 0:00,24.833,,30,,88,,,24,32,19,24,,24,17,9.9,32,22.3,,99,,45,,14,65.522,26,,,,,37.4,,,,21.9,32,,,,24,42,41.8,,79,,28,24,28,9.2,,44,,35,13.6,31
11/12/2003 0:00,40.583,42.8,38,,78,,39.65,41,52,,36,,24,11,,44,28.7,20.6,196,50,120,,44,103.458,59,,88,32,,,,33,,34.8,56,,,,22,,,49,143,,26,24,25,50.4,,,67,50,12.6,42
11/13/2003 0:00,42.292,66.4,40,,78,,,42,35,,28,,28,19,10.9,60,41.6,42.2,,72,182,,66,93.625,67,,113,62,,95.5,,52.6,,29.3,51,,,,46,35,117.9,88,,,102,27,46,58.2,,114,92,79,16,61
11/14/2003 0:00,26.75,,28,,,,65.04,101,78,48,74,27,53,9,,40,46.3,23.7,129,94,179,,85,160.125,105,,168,74,,101,,64.8,,34.8,86,,,,47,,,,,,59,45,55,27.4,,,,103,21.8,83
11/15/2003 0:00,18.042,,44,,,,,83,76,48,79,,,18,14.3,57,36.9,25.9,193,112,109,,147,175.583,164,,105,140,,124.2,,80.5,,71.3,77,,,,24,56.1,69.8,,,,74,50,47,6,83,19,153,73,26,40
11/16/2003 0:00,24.083,,24,,,,66.19,69,80,55,75,,,,,74,64,46.2,27,,97,,87,197.167,188,,,109,,148.7,94,109.2,,53,94,,,,31,,,,,,64,48,56,32.3,86,,,61,24.1,41
11/17/2003 0:00,10.417,12.7,97,,,,,22,20,14,27,,24,12,15.6,26,33.5,18.6,,25,0,,13,,70,,16,0,,64.8,22,72.5,,45.7,23,,,,44,50.7,63.8,17,54,,10,16,15,15.1,18,62,,12,11.1,13
11/18/2003 0:00,3.375,20.2,,,,,18.47,12,7,5,19,17.6,13,13,,25,14.4,21.6,35,29,0,,20,32.652,27,,13,,,30.8,36,32.4,,29.3,29,,,,17,,,27,40,,10,25,15,18.8,,,,16,6.9,8
11/19/2003 0:00,2.833,24,,,15,28.1,,4,1,5,3,,7,10,11.5,12,11.6,8.2,35,17,0,,13,28.842,20,,10,3,,19.8,21,12.4,,29.3,12,,,,17,18.7,34.3,14,32,,3,13,8,,28,20,24,11,8.2,6
11/20/2003 0:00,7.042,39.1,40,,60,,38.48,12,13,8,20,8.9,24,21,,47,11.5,28.9,117,68,196,,71,81.783,62,,61,108,,58,28,48.4,,45.7,38,,,,8,,,,,,70,21,41,19.3,,,20,42,17.8,14
11/21/2003 0:00,10.917,,41,,50,,,33,23,13,33,,20,25,15.5,46,26.6,24.6,100,67,140,,43,148.417,137,,,93,,160.8,53,50.9,,16.5,53,,,,24,44.1,66,,,,61,40,40,31.3,,82,,55,27.1,22
11/22/2003 0:00,19.583,,26,113,33,,45.94,35,35,22,46,,,,,44,30.1,31.5,107,59,0,,116,148.75,162,,,98,,135.4,40,73.5,25,32.9,63,,,,33,,,,,,101,,,84.7,,,,49,26.7,25
11/23/2003 0:00,9.875,,21,123,23,,,34,43,23,36,,,22,13.7,35,33.3,26.8,100,,133,,99,163.5,147,,,108,,150.1,,96,10,25.6,64,,,,45,79.1,109,,,,59,,,40.5,,65,20,48,25.9,26
11/24/2003 0:00,11.958,45.8,56,60.3,28,22.6,60.67,44,,37,38,,26,27,,52,37.3,33.2,149,83,27,,135,244.625,177,,,83,,217.3,,,30,40.2,70,,,,44,,,31,84,,98,32,54,43.6,,,129,80,46.8,42
11/25/2003 0:00,18,47,106,181,72,27.1,,51,,28,64,,45,26,13.4,42,45.1,35.5,,74,,,64,213.208,141,,,,,153.6,96,,69,49.4,62,,,,48,80.8,88.6,25,122,,57,31,48,24.5,,60,124,106,48.3,61
11/26/2003 0:00,16.917,44.2,57,69.1,76,32.2,44.41,47,53,32,47,89.1,32,19,,48,37.1,26.5,,51,,,35,178.75,72,,,25,,54.9,45,59.4,20,47.6,51,,,,45,,,22,101,,27,29,39,85.4,55,,96,,29.2,31
11/27/2003 0:00,12.958,33.5,43,64.7,29,43.4,,33,29,15,20,,20,17,10.7,61,39.3,32.4,,36,,,29,103.833,58,,,13,,32.9,46,57.1,8,40.2,52,,,,32,33.7,63,,,,38,27,33,60.7,,50,82,,27.2,43
11/28/2003 0:00,11.917,,47,33,63,78.4,46.16,43,39,21,27,34.6,27,8,,37,43.3,16.8,,60,63,,47,119.542,54,,,55,,,38,44.9,5,80.9,48,,,,32,,,,,,40,36,40,27.1,,,,,26,30
11/29/2003 0:00,11.708,,29,131,47,36.6,,34,36,23,36,,,3,9.3,49,40.7,24.6,,58,88,,39,102.583,54,,,33,,68.6,36,50.9,5,29.3,49,,,,20,,39.3,,,,61,,,20.6,,67,70,,18.6,19
11/30/2003 0:00,8.125,,36,64.2,,71.2,45.94,39,33,18,28,,,,,24,23.4,9,,,92,,21,94.542,79,,,29,,68.5,13,16,10,49.4,38,,,,18,,,,,,,,,8.4,,,,,22.8,
12/1/2003 0:00,15,25.8,30,,,59.2,,23.3,20,10,16,,4.7,3,8.1,28,17.3,14.1,,34,58,,44,167.625,89,,,51,,62.2,28,27.9,13,25.6,42,,,,10,19.2,56,13,51,,,5,3,16.4,,,,,28.5,
12/2/2003 0:00,21.625,29.3,47,,,56.5,36.19,19.2,,12,20,35,6.9,8,,41,24.8,20,,35,127,,51,161.042,107,,,274,,98.7,20,54.5,38,23.8,44,,,,17,,,15,91,21,,11,12,38.4,,27,66,88,32.7,35
12/3/2003 0:00,23.667,24.9,73,,49,102.9,,48.5,33,16,33,,10.2,,12.4,55,47.6,40,,85,170,,177,211.583,195,,,187,,134.7,31,49.2,48,34.8,70,,,,24,39.7,60.1,18,161,99,149,23,39,18.6,,,11,75,25.4,32
12/4/2003 0:00,26.583,29.2,38,,54,51.1,34.39,16,9,6,10,16.5,5.1,25,,52,42.1,32,,41,197,,167,226.875,238,,,3,,202,24,31.4,,20.1,27,,,,49,,,,,59,38,21,29,10,22,17,,21,17,14
12/5/2003 0:00,11.042,,9,,24,11.9,,9.1,5,4,3,,5.4,7,13.3,18,14.9,13.1,,19,38,,22,68.5,65,,,,,60.6,11,12.6,,18.3,14,,,,17,21.1,22.1,,,17,24,14,11,15,,,,18,5.4,9
12/6/2003 0:00,2,,9,,5,17.8,12.69,7.2,6,6,3,,,,,13,8.2,16.3,,21,20,,6,22.105,19,,,,,24.3,6,7.9,,18.3,12,,,,14,,,,,6,3,10,11,4.4,,35,,14,1.9,9
12/7/2003 0:00,4.458,,19,,37,28.2,,5.9,5,4,2,,,11,8.7,21,14,18.8,,,42,,54,35,32,,,,,33.3,15,9.9,,11,13,,,,6,16.5,20,,,15,14,13,10,7.4,,,,17,3.5,12
12/8/2003 0:00,8.583,32.8,38,,58,44.6,10.78,12.6,14,10,9,,12,16,,33,20.3,26.4,56,44,42,,39,60,44,,,115,,40.2,36,49.4,,18.3,40,,,,12,,,26,56,26,16,23,20,16.1,,82,92,33,4.2,16
12/9/2003 0:00,19,39,50,193.5,85,91.9,,29.8,24,,25,,28.3,26,15.6,38,35.4,30.6,83,57,120,,48,69.304,68,,,58,,67.9,36,,,23.8,38,,,,21,51.4,66.6,23,107,27,20,27,27,14.2,,,,47,11.3,31
12/10/2003 0:00,19.167,28,56,203.3,56,72.7,36.25,47.5,45,,34,21.7,23.3,18,,33,32.3,44.1,71,62,156,,100,147.217,95,,,151,,89.6,51,73.7,19,20.1,48,,,,38,,,17,138,72,58,27,36,36.9,,15,,57,12.3,44
12/11/2003 0:00,11.792,21.3,83,130,20,64.4,,38.2,42,20,27,,27.6,21,15.2,31,26.9,30.3,84,64,58,,153,190.875,183,,,19,,223.2,48,,35,38.4,,,,,31,51.6,102.8,,,55,65,29,33,52.6,,,,67,14.3,28
12/12/2003 0:00,29.667,,32,5,34,38.2,41.81,28.2,26,18,30,34.3,12.7,24,,54,37,37.5,57,48,33,,139,71.75,67,,,18,,83.3,37,53.5,30,30.4,,,,,43,,,,,44,32,27,27,23.9,,34,61,36,16,18
12/13/2003 0:00,2.792,,9,126.3,12,15.9,,11,9,3,7,,,9,14.4,19,18.7,14.5,18,28,14,,38,53.957,37,,,9,,39,16,104.5,10,23.8,,,,,34,48.9,62.3,,,18,14,18,18,10.7,20,,,23,16.8,4
12/14/2003 0:00,3.167,,4,71.15,16,10.9,25.57,4.6,3,2,4,,,,,11,12.5,13.2,23,,14,,15,22.45,8,,,15,,12.6,12,,15,12.8,,,,,19,,,,,5,2,6,6,4.6,,18,31,17,4.4,7
12/15/2003 0:00,2.958,23.8,23,18.01,16,13.9,,11.7,7,6,3,,5.8,9,11.6,16,9.7,18.1,26,26,27,,23,28.13,18,,,6,,18.2,,15.8,9,11,,,,,12,25.1,30.5,13,33,7,8,14,13,,,,32,20,3.8,7
12/16/2003 0:00,13,21.4,19,14.99,,20.6,9.42,6.7,8,,2,19.1,5.1,12,,18,15,24.5,37,30,29,,13,25.522,20,,,,,20.5,15,,5,11,,,,,11,,,17,40,8,10,11,11,7.9,43,44,,19,2.2,20
12/17/2003 0:00,25.083,27.5,23,16.7,36,26.6,,14.2,14,6,10,,6.9,21,10.3,33,24.9,36.9,49,40,51,,39,44.913,34,,,,,44.3,38,29.7,10,18.3,,,,,12,31,49.6,41,56,25,17,23,21,10.5,,,79,30,5.9,18
12/18/2003 0:00,21.583,31.3,97,32.47,35,75.1,14.42,18.8,16,8,22,24.9,6.5,16,,38,19.5,27.9,62,74,51,,126,62.087,116,,,,,57.1,40,47.8,25,22,,,,,25,,,,,48,41,23,28,25.9,,66,,43,16,18
12/19/2003 0:00,25.542,,79,54.91,26,82.3,,29.7,36,13,34,,11.3,32,15.6,49,36.7,36.8,82,68,93,,124,126.167,64,,,,,182.5,57,144.8,20,47.6,,,,,24,48.4,62.9,,,79,67,40,31,49.9,87,,92,65,13,21
12/20/2003 0:00,9.083,,10,166.24,33,27.9,31,28.4,30,13,35,,,,,56,38.7,32.4,69,58,45,,70,104.125,94,,,,,119.1,62,57.9,22,45.7,,,,,46,,,,,69,36,44,27,20.6,58,66,,38,17.7,19
12/21/2003 0:00,2.458,,11,62.84,7,4.7,,14.6,9,3,7,,,10,11.4,21,25.3,15.3,28,,17,,114,104.292,64,,,,,28.2,19,30.8,18,42.1,,,,,43,10.3,72.3,,,24,6,16,12,8.2,,,29,8,13.9,4
12/22/2003 0:00,5.875,20.9,18,90.61,18,19.5,38.86,6.5,5,6,2,,6.2,13,,19,14.1,25.9,42,20,35,,34,58.125,24,,,,,26.8,,8,13,14.6,,,,,18,,,27,,20,7,,,,,,,9,2.5,16
12/23/2003 0:00,4.333,32.3,52,15.84,47,69.1,,15.2,21,12,16,,5.5,50,12,,13.7,,93,67,170,,132,66.81,46,,,,,44.9,,57.6,13,54.9,,,,,13,40.6,76.8,,72,28,113,,,20.9,58,,,54,2.8,11
12/24/2003 0:00,6.042,,,,50,,23.69,30.6,31,10,24,,19.3,,,39,41.7,,,52,140,,102,116.375,105,,,,,123.6,,40.1,,34.8,,,,,32,,,,129,111,66,,,32.1,,,,67,4.1,10
12/25/2003 0:00,2.667,,,,19,,,33.5,36,13,21,,10.5,,12.4,43,28.8,,,,74,,130,166.042,138,,,,,204.2,,41.1,,34.8,,,,,35,19.9,49.3,,,74,68,,,32.7,,,,45,5.3,10
12/26/2003 0:00,6.833,,,,20,,37.47,23.1,21,,25,,16.3,,,36,31.8,,,,47,,115,156.292,127,,,,,122.3,,43.8,,29.3,,,,,38,,,,,58,70,,,33.7,59,64,,40,8.1,10
