Kod stacji,DsLegAlRzecz,DsOsieczow21,DsWalbrzWyso,DsWrocNaGrob,DsZgorBohGet,KpBydBerling,KpGrudSienki,KpToruDziewu,KpWloclSiels,LbBiaPodOrze,LbChelJagiel,LbLubSliwins,LbZamoHrubie,LdLodzCzerni,LdLodzLegion,LdPioTrKraPr,LuGorzPilsud,LuZarySzyman,LuZielKrotka,MpBochKonfed,MpKrakBujaka,MpNoSaczNadb,MpTarBitStud,MpTrzebOsZWM,MpZakopaSien,MzOstroHalle,MzPlocKroJad,MzRadHallera,MzWarKondrat,MzWarWokalna,OpKluczMicki,OpOpoleOsAKr,PdBialWarsza,PdLomSikorsk,PkJasloSikor,PkKrosKletow,PkNiskoSzkla,PkRzeszRejta,PmGdaPowWiel,PmKosTargo12,PmSlupKniazi,SkBuskRokosz,SkKielJagiel,SkStaraZlota,SlBielSterni,SlCzestoZana,SlGliwicMewy,SlGodGliniki,SlKatoKossut,SlKatoPlebA4,SlTarnoLitew,SlZlotPotLes,SlZorySikors,WmElbBazynsk,WmOlsPuszkin,WmOstrChrobr,WmPuszczaBor,WpKaliSawick,WpPleszAlMic,WpPoznPolank,ZpKoszSpasow,ZpMyslZaBram,ZpSzczAndr01,ZpSzczec1Maj
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
6/8/2015,11,10,8,10,11,5,6,8,5,7,12,8,8,10,12,10,5,12,12,13,18,16,11,10,21,6,9,11,8,7,6,5,8,6,12,15,9,11,9,12,4,7,8,7,,12,14,15,12,12,8,11,14,6,6,11,,12,17,10,6,8,7,6
6/9/2015,11,4,9,8,6,2,4,4,4,6,12,7,7,9,11,9,6,7,8,12,14,13,10,8,16,5,7,9,8,7,8,10,8,6,9,,8,9,7,11,5,7,7,4,13,11,9,13,10,11,14,9,12,5,4,6,,9,12,7,6,6,7,6
6/10/2015,11,7,10,10,10,2,5,6,5,11,11,8,8,10,12,11,9,9,12,11,11,11,12,7,17,6,9,10,9,9,8,9,7,8,11,,9,10,6,12,5,8,8,9,11,15,15,14,11,15,13,7,12,7,7,11,,13,17,10,6,8,9,6
6/11/2015,16,11,13,13,12,4,8,6,10,14,14,13,11,13,19,22,7,13,11,16,17,17,18,10,20,9,11,18,14,14,11,13,11,10,14,12,14,15,9,13,6,11,12,12,12,20,22,20,17,20,19,14,14,8,11,7,,17,23,11,7,8,8,7
6/12/2015,18,17,17,18,21,10,19,18,12,16,14,18,15,17,22,21,14,17,23,19,21,19,18,17,20,13,15,23,19,20,15,18,14,,18,18,17,17,14,20,10,13,14,16,8,9,24,21,19,25,19,16,18,20,18,17,,21,26,20,10,15,13,14
6/13/2015,17,16,15,18,20,17,17,17,14,25,20,23,20,16,20,23,16,20,17,21,22,21,19,18,25,22,16,26,18,14,16,18,20,,22,22,22,21,12,16,10,18,21,26,18,26,26,22,26,27,20,26,28,13,14,16,14,20,25,18,13,20,18,15
6/14/2015,13,10,9,13,11,13,14,14,10,21,19,18,16,15,19,16,11,15,15,11,15,16,14,12,18,17,15,19,19,18,12,11,20,,15,15,17,15,12,14,8,,17,17,12,16,15,12,11,16,10,12,11,10,12,15,14,16,19,13,11,11,9,10
6/15/2015,10,7,8,9,9,6,5,5,4,15,14,13,12,11,13,15,6,6,9,15,11,12,14,12,11,8,8,17,13,12,10,10,12,,13,15,16,12,7,8,7,10,12,13,9,12,11,15,15,11,,13,,5,5,7,6,11,16,7,6,6,6,5
6/16/2015,9,7,7,5,8,5,4,5,3,6,13,5,7,7,10,9,7,5,9,22,10,10,11,9,16,,8,9,8,4,6,6,5,5,8,10,9,9,7,10,,7,7,7,11,12,26,10,11,10,,9,6,5,6,7,4,11,17,7,6,5,8,6
6/17/2015,9,7,7,9,8,7,6,6,2,13,15,9,9,10,12,11,11,8,10,14,12,11,16,8,12,,7,13,10,9,9,8,8,7,9,10,10,10,10,13,11,8,9,10,15,13,10,12,11,15,,10,11,5,7,13,5,12,19,10,8,7,7,6
6/18/2015,13,10,8,14,11,8,8,9,15,14,14,13,13,18,14,16,9,6,12,20,14,16,,14,14,11,10,15,13,10,11,10,13,11,13,15,14,15,10,14,11,11,14,14,7,20,13,16,12,9,,12,8,7,11,12,9,14,17,13,8,,7,6
6/19/2015,7,5,6,9,6,5,5,6,2,14,17,13,14,3,9,10,7,8,8,13,12,15,18,12,12,10,9,14,11,9,8,8,11,10,13,16,15,17,7,7,8,12,10,10,9,6,11,,12,12,,10,11,6,7,7,5,9,12,7,5,5,3,4
6/20/2015,6,4,4,6,5,5,6,5,4,9,12,8,9,4,10,7,7,6,6,10,11,11,11,10,11,10,9,11,8,8,9,6,7,15,9,10,11,11,8,9,9,8,12,8,8,11,8,26,13,11,,8,17,5,6,6,4,10,16,8,6,7,6,5
6/21/2015,7,6,7,7,9,3,7,5,5,9,12,9,7,7,10,7,8,7,8,6,9,9,13,10,8,7,8,10,8,6,5,6,8,8,8,9,9,11,9,9,10,6,6,7,3,5,11,23,9,12,,7,10,5,4,5,5,10,14,9,8,9,7,7
6/22/2015,10,7,7,9,7,8,7,7,6,11,10,9,8,10,11,11,9,7,11,6,10,7,11,12,7,10,10,14,11,8,8,6,10,11,,9,9,9,10,11,11,8,8,8,3,12,9,11,10,12,,10,13,9,9,12,7,12,13,13,9,12,8,9
6/23/2015,7,4,5,5,,6,6,3,5,11,11,9,12,7,8,7,7,6,6,6,6,13,16,6,11,8,8,9,7,7,3,3,10,8,,15,10,11,11,9,13,7,6,7,3,6,12,8,10,9,9,8,13,8,7,7,7,7,8,7,7,10,9,7
6/24/2015,9,5,5,9,5,6,6,5,6,11,13,8,12,9,11,9,7,9,6,7,6,10,12,8,12,10,9,12,9,9,7,5,10,10,,15,8,9,8,9,10,6,7,8,5,12,9,10,10,13,11,8,10,5,7,7,6,11,13,10,7,9,6,8
6/25/2015,13,9,7,11,9,8,7,8,7,12,15,12,12,10,13,11,12,10,12,10,8,15,12,10,15,12,11,10,10,9,5,7,12,9,,18,11,13,8,9,11,8,9,9,23,11,10,12,16,17,8,10,8,8,8,8,6,18,19,16,9,12,12,9
6/26/2015,16,13,13,,13,12,12,13,10,15,17,14,12,20,22,18,16,14,17,21,15,17,20,16,19,12,14,15,28,15,18,12,14,13,,18,13,14,8,9,11,12,13,14,18,12,10,16,22,19,14,13,17,8,9,11,6,25,29,20,9,17,14,10
6/27/2015,11,11,10,,10,7,9,10,8,11,16,19,13,19,23,32,15,12,14,25,21,24,29,22,17,9,10,19,14,13,16,13,10,10,25,29,18,22,10,11,12,18,21,21,20,25,14,16,23,23,18,19,12,8,6,8,4,21,25,15,12,17,11,11
6/28/2015,8,8,8,,7,13,13,13,9,9,12,10,9,20,24,22,11,10,8,17,12,17,25,15,16,11,17,15,15,15,10,11,11,8,20,22,15,17,9,14,14,14,16,16,12,17,14,13,14,15,13,12,14,7,7,8,4,21,24,17,17,10,7,14
6/29/2015,10,9,9,,7,6,7,8,11,13,18,24,14,12,17,15,13,13,11,14,9,16,18,11,16,10,11,17,13,13,8,11,11,12,15,20,15,14,9,12,13,13,14,13,17,9,11,12,10,14,8,9,15,8,6,6,5,14,19,14,11,13,12,10
6/30/2015,13,12,14,,13,9,11,10,12,11,10,12,10,14,20,14,10,10,12,14,13,14,14,14,,9,16,12,14,11,11,14,10,10,11,15,11,12,8,11,13,11,11,11,13,18,20,15,23,35,13,10,16,9,9,8,7,20,21,12,9,11,9,6
7/1/2015,12,10,11,,10,6,8,7,3,9,13,10,11,11,12,13,14,5,16,15,14,18,17,16,21,7,10,13,9,9,12,12,7,8,17,23,15,16,9,10,12,11,13,14,20,21,13,18,15,23,16,14,15,7,6,7,5,17,16,10,8,8,9,8
7/2/2015,12,12,14,,12,6,5,6,11,8,12,7,9,10,12,13,11,9,12,10,8,16,12,8,17,,9,15,11,8,9,12,8,6,12,15,11,12,7,8,,7,13,11,14,13,16,18,,17,10,11,23,6,8,5,5,18,19,9,6,10,9,7
7/3/2015,15,,14,16,14,10,12,8,11,10,14,10,13,15,13,16,16,12,13,6,8,16,16,8,14,12,13,12,13,9,8,11,12,10,,14,11,11,10,15,,8,16,13,15,11,18,17,10,16,20,10,14,8,12,10,7,22,23,15,12,15,15,14
7/4/2015,19,18,16,19,21,14,16,13,11,17,11,15,13,13,15,21,19,21,19,14,17,19,15,17,,21,13,15,20,17,11,14,15,15,,17,14,17,17,22,14,13,18,15,17,28,16,19,19,23,10,17,24,15,18,15,17,24,27,18,16,19,19,22
7/5/2015,20,22,18,25,21,19,23,19,8,20,14,19,15,18,19,25,22,19,20,18,20,23,20,23,22,20,17,21,26,21,16,19,21,18,,21,18,16,24,26,25,17,18,17,22,26,30,19,24,27,22,23,30,19,21,22,15,31,31,23,19,21,19,20
7/6/2015,17,14,14,,13,13,15,14,11,20,20,25,22,18,24,23,12,10,19,20,19,23,25,22,,11,17,22,22,19,15,18,19,18,17,23,21,20,14,13,5,18,22,20,21,25,32,20,27,27,29,20,34,13,17,14,17,22,26,16,6,11,11,10
7/7/2015,15,,12,,15,10,11,10,4,12,12,13,13,12,17,20,14,14,16,13,15,20,17,15,,14,9,15,25,13,14,16,10,13,16,17,17,16,10,12,9,14,,14,18,19,27,19,20,19,17,15,24,8,12,10,11,18,20,23,9,16,13,10
7/8/2015,9,,19,,5,10,9,9,2,15,16,14,15,11,16,16,12,9,11,15,14,20,23,14,,11,14,20,14,15,9,12,17,16,16,20,16,16,11,12,12,12,,14,7,13,20,,18,24,15,,,10,13,12,6,19,19,14,11,10,11,9
7/9/2015,6,6,4,18,4,5,4,6,3,9,14,9,10,8,11,8,7,5,10,6,7,7,11,10,,7,8,18,8,7,6,8,9,9,8,11,10,9,7,8,5,6,,4,8,13,12,11,9,14,10,7,,6,7,4,,9,12,9,6,6,7,6
7/10/2015,6,6,4,10,6,5,5,3,5,7,11,7,9,5,11,8,5,5,10,6,7,7,11,8,,5,6,16,7,5,6,3,6,6,7,10,8,8,6,7,5,5,,6,11,11,12,9,9,12,,9,9,4,5,5,4,7,12,9,6,6,7,4
7/11/2015,8,9,8,9,9,5,2,3,8,7,10,6,8,7,13,12,7,9,11,10,11,13,14,10,,6,5,15,7,4,7,3,4,4,11,14,10,12,7,9,6,6,9,8,8,12,15,14,10,15,11,10,15,5,4,6,3,12,14,8,6,6,7,6
7/12/2015,12,13,10,15,15,7,3,7,6,9,9,9,9,9,17,17,13,11,11,11,16,12,17,16,,8,8,15,8,7,11,10,5,5,16,16,12,13,7,10,6,9,14,10,12,17,19,18,12,16,13,12,19,7,6,8,5,15,17,12,10,12,11,8
7/13/2015,9,7,5,9,8,8,3,7,6,9,12,9,9,10,11,10,7,13,9,6,8,9,12,10,,11,13,13,11,,7,7,10,11,10,11,11,12,9,11,8,6,7,9,11,14,17,9,9,15,13,10,14,9,10,11,6,9,12,10,8,9,8,9
7/14/2015,7,6,4,8,5,10,4,7,3,11,15,10,11,10,12,10,10,10,11,10,8,8,14,11,,11,11,19,13,9,7,7,12,11,9,13,10,12,9,9,7,6,7,9,8,10,13,10,11,18,13,9,11,7,8,9,7,9,20,13,8,11,15,8
7/15/2015,11,8,5,11,8,7,1,6,6,12,12,13,12,10,15,13,10,5,15,8,10,10,11,11,7,,11,22,12,11,3,7,17,9,10,12,11,12,7,11,7,9,10,11,12,13,10,10,11,13,11,10,16,6,7,10,4,18,18,12,8,10,9,5
7/16/2015,15,12,10,14,11,7,4,8,4,12,14,11,13,12,16,12,10,9,18,10,12,13,16,16,6,19,9,27,12,12,6,12,14,9,13,16,15,14,8,11,5,12,13,13,9,20,14,16,13,25,12,11,22,6,7,8,4,17,16,14,7,12,9,6
7/17/2015,18,14,11,21,14,8,1,8,7,15,,17,17,16,20,18,12,12,19,15,17,20,15,18,17,9,11,26,17,15,14,14,14,9,19,19,20,16,10,7,,14,22,20,18,26,20,19,20,20,16,13,21,5,7,9,4,23,23,15,7,14,11,9
7/18/2015,18,15,12,19,15,12,6,11,10,12,,14,17,16,20,17,16,21,20,17,18,21,12,19,21,7,,25,18,15,17,15,11,11,18,21,20,19,14,9,8,15,18,23,20,11,21,22,19,27,24,19,29,7,9,11,7,24,25,20,9,17,13,11
7/19/2015,13,,11,18,11,7,3,9,7,13,,15,15,17,20,16,10,19,15,13,15,17,14,18,17,13,10,24,16,13,14,14,9,9,17,17,18,16,11,9,7,13,12,15,20,17,19,21,22,24,17,18,21,6,9,9,7,19,16,11,7,10,8,8
7/20/2015,10,11,5,15,9,7,1,6,9,12,,11,11,8,11,11,9,10,16,10,15,15,8,12,11,9,8,18,11,9,9,7,9,6,,14,12,8,6,8,6,8,8,13,13,12,11,10,7,14,10,11,15,5,7,8,4,13,14,8,6,11,9,8
7/21/2015,8,8,6,15,8,9,5,9,9,12,,15,14,10,16,16,9,14,11,11,15,16,12,10,11,8,12,26,15,13,11,11,10,10,,16,13,14,10,11,9,10,16,15,6,16,19,16,9,24,15,12,19,7,9,10,7,14,13,10,11,10,9,9
7/22/2015,13,13,7,17,12,10,4,10,10,14,,12,14,12,15,16,10,9,9,12,18,17,13,14,18,12,11,23,14,13,9,10,11,10,,15,14,14,11,11,9,9,13,11,14,13,18,19,13,21,17,11,18,9,9,11,6,19,19,14,10,9,9,11
7/23/2015,12,10,10,15,10,9,6,6,9,15,,14,14,13,16,18,9,5,,16,17,19,15,16,16,12,11,22,15,15,13,14,10,10,,19,17,15,11,11,7,14,17,13,20,15,18,18,18,23,19,14,19,8,9,9,10,17,18,13,10,7,8,8
7/24/2015,11,12,11,17,13,8,6,11,6,8,,8,9,12,13,16,9,5,11,14,13,17,14,16,18,11,11,14,12,11,9,12,10,10,,15,13,12,8,9,8,12,12,9,16,16,17,17,17,24,17,12,20,8,8,10,6,17,18,14,8,8,8,8
7/25/2015,10,9,12,18,10,9,11,11,8,13,,14,15,17,17,8,12,9,12,17,17,20,17,18,21,11,16,16,14,14,12,18,13,12,,20,17,18,15,17,13,12,17,13,14,18,19,18,22,24,19,14,18,11,13,12,10,20,17,14,13,10,11,14
7/26/2015,2,5,4,7,5,4,5,4,3,9,,6,8,6,7,12,8,11,6,6,6,8,7,6,6,11,8,9,9,6,3,3,9,10,,11,9,9,7,5,6,6,6,5,6,3,14,9,5,3,3,6,11,7,8,8,6,7,11,8,6,6,6,4
7/27/2015,6,6,7,8,5,10,8,9,6,7,,9,9,9,8,10,9,9,9,7,8,11,8,10,10,6,11,11,12,,7,8,9,10,,9,11,8,13,12,11,7,9,7,4,11,14,10,6,19,9,9,14,9,10,9,6,9,11,12,10,9,8,10
7/28/2015,5,5,6,8,5,5,6,6,5,8,6,8,7,6,10,10,6,6,7,6,7,10,7,8,8,11,9,9,8,8,3,5,10,12,,5,8,5,11,12,9,5,7,,5,15,12,7,6,23,5,6,13,15,7,9,7,8,11,11,9,7,8,8
7/29/2015,6,6,5,11,5,7,5,7,,9,6,7,7,10,9,10,7,10,9,6,6,9,6,9,8,10,9,12,11,11,3,6,7,8,,9,9,7,9,1,7,6,10,,8,16,12,8,10,14,10,7,13,12,8,8,8,8,13,13,8,7,8,7
7/30/2015,7,6,5,14,6,6,5,4,7,9,10,7,9,7,9,10,5,10,7,7,6,9,8,7,8,10,8,10,8,9,3,5,8,8,,11,9,8,7,7,5,6,7,6,9,13,11,8,10,10,1,5,12,4,6,7,6,11,13,12,5,7,7,5
7/31/2015,7,6,7,14,8,6,3,5,6,9,12,8,12,8,12,13,5,10,6,12,14,14,12,12,12,8,8,11,9,8,5,6,8,6,,16,13,13,5,5,,7,12,8,8,14,11,13,11,12,1,8,18,1,5,5,4,12,14,9,6,6,6,4
8/1/2015,12,10,10,15,15,9,8,10,10,9,13,10,11,9,13,17,11,16,11,,14,16,11,9,12,6,11,16,12,10,12,11,10,11,,14,13,11,6,8,5,9,12,11,15,12,14,17,11,14,14,10,19,5,9,6,5,18,18,14,7,12,11,10
8/2/2015,15,13,10,18,14,13,12,11,15,14,15,13,14,15,16,21,17,17,15,,16,18,11,13,15,11,13,19,15,13,13,14,13,11,,17,17,17,15,16,8,12,13,14,14,22,23,18,14,17,17,13,12,,11,11,8,21,26,17,16,18,19,16
8/3/2015,18,14,13,21,21,21,12,19,20,21,17,19,22,19,23,27,20,18,17,,19,24,19,16,19,14,19,24,18,22,16,18,20,20,,24,20,21,13,18,9,18,32,20,17,28,23,19,17,24,20,15,21,14,17,16,13,29,29,22,14,20,21,17
8/4/2015,23,19,19,26,22,21,19,23,22,23,22,21,25,18,24,26,24,28,23,,21,24,15,19,20,22,24,24,21,22,18,20,25,21,,20,20,22,13,19,17,14,23,21,17,30,18,22,19,25,24,14,17,19,20,22,16,30,31,26,18,27,24,20
8/5/2015,15,11,12,19,12,19,19,21,20,20,23,22,24,24,26,26,11,15,14,,21,16,14,21,21,22,26,23,24,23,14,15,32,24,16,15,19,16,15,16,12,13,19,20,16,25,18,19,24,26,20,19,24,11,18,21,21,25,30,17,11,12,12,12
8/6/2015,20,17,16,18,20,13,9,16,15,24,20,17,22,16,18,21,17,26,20,,25,22,22,27,24,25,21,23,26,26,14,15,32,28,18,18,20,19,5,9,8,18,26,22,23,23,26,27,28,41,31,19,31,5,12,10,15,17,21,13,7,17,17,12
8/7/2015,25,19,21,27,22,20,15,18,20,23,24,22,27,24,24,28,21,30,21,,28,23,22,25,22,25,26,26,27,29,22,25,33,24,18,17,25,21,15,23,14,24,26,24,16,23,27,28,28,33,26,22,30,16,16,18,10,14,35,27,19,21,20,23
8/8/2015,24,20,18,26,21,22,19,21,24,20,22,19,25,22,25,27,27,31,23,18,24,24,18,22,20,26,28,25,27,28,36,22,25,24,22,19,26,19,21,23,19,18,23,22,14,23,23,26,22,30,28,22,19,5,25,24,18,31,35,25,15,20,15,23
8/9/2015,17,17,17,20,17,11,8,10,9,23,21,20,22,20,22,24,9,14,12,21,25,25,23,23,21,22,22,26,21,24,19,21,22,18,20,22,27,23,8,10,8,22,25,22,19,27,24,26,27,34,25,22,24,7,9,,12,23,25,15,5,8,7,8
8/10/2015,22,20,21,26,24,7,5,7,9,18,27,18,30,13,15,17,11,19,16,29,32,30,24,30,24,14,12,18,12,12,17,22,15,11,22,28,26,28,10,10,15,22,,17,23,19,31,27,32,42,31,20,29,6,9,,9,17,26,12,6,12,12,9
8/11/2015,27,23,27,27,27,11,9,14,10,19,32,22,38,19,21,23,17,11,23,30,34,32,29,27,27,15,17,24,20,18,20,25,25,18,27,25,25,28,10,14,12,22,,24,25,17,25,29,29,38,29,25,27,7,12,,12,17,41,24,10,16,16,12
8/12/2015,26,22,23,33,21,15,13,17,,32,30,26,31,17,22,19,12,12,18,,40,33,30,37,25,19,18,25,24,22,22,24,40,26,29,,28,27,10,15,14,25,25,24,28,27,30,31,39,47,27,19,27,9,12,,14,31,34,,11,11,13,15
8/13/2015,14,14,15,20,17,7,5,8,,20,27,19,27,13,16,14,9,10,13,,30,31,26,20,26,18,12,17,12,14,12,15,15,10,30,23,25,25,7,9,7,15,18,15,22,15,14,20,20,27,18,14,11,3,7,8,7,16,18,10,6,7,7,6
8/14/2015,21,21,20,21,23,8,3,8,,10,15,10,15,12,12,11,15,17,18,,25,28,20,25,27,7,11,13,18,11,15,18,12,10,26,27,13,19,8,9,,12,13,10,21,17,21,24,32,32,12,14,28,5,9,8,5,24,23,12,7,13,13,8
8/15/2015,21,17,20,,17,11,7,11,,19,20,20,23,20,21,21,18,17,20,30,27,30,29,28,30,9,16,24,19,20,18,22,,12,28,26,27,28,12,10,19,26,26,24,17,22,30,22,22,29,27,18,22,3,12,12,8,23,21,16,12,16,19,13
8/16/2015,18,19,16,,17,16,11,16,,11,29,21,27,18,19,21,18,17,18,24,23,25,23,23,24,11,18,25,13,15,15,19,,11,23,22,23,24,12,,16,21,23,21,14,11,15,18,24,29,24,14,14,3,11,9,7,16,18,17,13,17,19,15
8/17/2015,29,24,17,,23,10,7,7,11,14,22,25,25,20,19,23,19,20,23,,18,22,24,24,24,10,18,28,12,14,17,23,17,12,20,23,19,21,7,,14,16,20,19,21,19,26,24,29,39,26,20,21,4,11,13,7,22,26,17,10,17,16,9
8/18/2015,18,12,14,,5,8,4,5,13,9,25,23,23,18,17,23,16,11,22,19,21,23,20,32,14,27,13,28,16,11,14,15,11,9,18,20,16,,6,13,18,12,19,,16,23,11,18,26,23,18,16,17,3,11,9,5,25,28,12,9,13,13,8
8/19/2015,14,13,11,,11,12,5,11,15,18,25,19,23,20,18,19,15,11,22,16,19,19,18,21,17,15,17,21,15,15,14,15,16,14,12,19,11,13,9,14,8,11,16,,,13,16,18,25,20,18,13,19,8,18,15,8,25,25,14,8,12,14,12
8/20/2015,14,12,11,,15,12,9,23,18,19,23,16,17,18,17,17,21,14,17,13,15,17,15,20,15,12,15,18,13,13,8,10,,14,11,16,11,11,9,21,6,8,12,7,11,,17,16,18,17,10,10,16,7,12,14,6,25,28,19,12,18,20,13
8/21/2015,15,13,16,15,15,10,13,14,17,13,28,20,22,21,22,21,22,14,16,19,20,19,18,21,14,14,17,25,16,16,9,11,23,18,20,21,18,14,10,29,8,10,14,12,18,,21,18,12,26,10,10,17,10,16,12,7,28,33,20,11,20,18,13
8/22/2015,20,16,17,18,19,12,18,13,16,22,28,13,23,14,16,16,19,18,18,22,22,25,26,20,19,18,16,19,21,19,17,14,22,20,24,21,20,18,9,23,10,12,15,14,14,,17,21,23,20,37,14,21,11,25,11,8,22,26,15,12,20,15,12
8/23/2015,17,16,15,16,15,12,12,14,,17,27,19,22,16,17,17,15,15,17,19,20,16,20,18,15,16,16,29,18,20,14,13,,18,19,16,21,20,12,15,13,14,19,16,11,,17,16,14,21,12,12,17,13,9,11,9,20,22,16,10,12,13,12
8/24/2015,,17,16,16,18,23,19,9,16,24,30,18,24,17,20,13,22,15,20,11,17,14,15,17,11,19,19,19,21,20,15,14,,27,13,15,19,17,20,,15,12,15,6,12,,15,13,12,14,14,11,13,20,9,18,15,19,25,21,14,17,17,16
8/25/2015,8,6,9,9,,15,18,7,12,21,25,13,18,10,13,14,9,9,10,12,14,11,12,13,16,23,13,15,15,12,10,9,27,22,11,14,16,11,14,15,11,8,11,9,9,,12,13,12,13,9,10,12,14,12,15,16,13,15,15,10,9,9,10
8/26/2015,9,6,,10,,11,8,11,10,8,15,7,11,10,11,17,7,9,9,11,13,11,11,10,11,14,7,13,11,9,9,8,10,13,10,10,12,8,9,,10,7,13,12,10,,14,10,15,22,9,11,13,10,12,8,7,13,14,15,6,5,6,7
8/27/2015,13,8,9,12,10,13,11,11,11,14,20,14,21,15,20,20,15,7,12,16,22,17,13,15,16,,13,16,18,15,13,14,16,12,14,15,17,13,13,,8,10,16,12,8,,16,17,8,19,12,11,18,11,7,14,10,20,21,16,8,8,8,8
8/28/2015,14,9,20,19,12,8,12,10,12,17,22,17,24,19,8,20,6,10,10,15,24,18,19,21,20,,16,20,19,21,17,16,20,15,18,23,21,14,6,,,17,20,18,14,,20,20,19,31,13,18,23,11,9,12,11,18,23,12,4,5,5,4
8/29/2015,10,8,10,9,11,9,8,15,10,12,18,9,16,8,12,20,9,14,12,18,22,23,22,18,23,11,9,10,13,10,8,8,7,8,23,28,15,22,7,,11,9,14,10,24,6,17,20,16,22,11,15,19,9,12,6,5,13,16,12,5,10,10,6
8/30/2015,16,14,15,16,17,10,11,18,,14,16,13,16,11,12,20,13,16,15,17,24,18,17,22,19,13,16,17,19,16,14,19,14,10,17,17,16,13,9,,10,14,13,12,16,14,29,24,19,27,18,14,22,12,11,11,7,18,20,14,8,11,14,8
8/31/2015,20,14,19,22,19,15,13,24,18,22,26,27,26,23,31,10,18,16,18,24,30,27,25,31,24,18,20,29,20,20,21,22,17,14,25,25,22,23,12,,12,17,25,19,26,24,33,29,18,34,23,26,,13,11,13,10,28,29,25,13,13,18,16
9/1/2015,23,16,15,30,16,20,21,7,25,33,25,26,24,28,20,34,16,7,17,17,24,24,21,17,18,26,29,30,28,24,24,18,42,29,25,22,23,22,16,,13,,31,22,12,30,20,24,18,28,23,20,,7,11,20,6,29,42,39,12,12,12,15
9/2/2015,6,6,6,10,6,5,10,4,13,16,21,16,27,9,15,12,6,9,5,12,14,14,13,7,13,14,11,15,15,14,6,5,22,12,14,18,14,12,5,,10,10,15,14,11,12,11,13,9,12,15,10,11,8,7,6,6,12,10,8,4,4,5,3
9/3/2015,8,9,8,,10,9,10,12,11,8,8,7,9,13,15,11,9,7,8,9,12,12,10,6,14,11,,12,20,15,12,10,16,9,10,9,8,7,10,,12,6,11,9,11,15,15,14,11,15,17,10,8,9,,10,3,17,15,15,8,10,7,8
9/4/2015,9,7,8,,8,11,16,,,18,33,15,30,15,16,16,10,7,8,15,14,17,14,10,13,11,18,14,14,14,12,12,14,12,12,15,18,15,13,,8,13,13,14,4,13,15,13,11,15,13,12,18,15,9,14,5,20,20,11,9,9,9,8
9/5/2015,8,5,7,,5,6,5,6,8,17,17,15,17,9,13,12,6,7,6,15,18,16,16,11,10,12,12,16,13,13,7,8,13,11,15,15,16,15,7,,10,14,16,16,6,16,14,12,16,20,16,14,16,6,11,9,8,11,12,13,5,6,4,5
9/6/2015,4,3,2,,3,2,2,1,,8,8,5,8,5,6,5,3,7,4,5,5,6,8,5,7,6,5,8,6,7,,3,9,6,5,8,7,6,5,,8,4,4,5,6,13,13,12,9,13,11,9,9,6,5,4,4,6,7,4,2,3,3,2
9/7/2015,5,5,4,,5,2,3,1,4,5,5,3,5,5,6,5,6,11,5,7,7,6,8,6,10,4,4,5,,5,,6,4,4,6,7,6,7,4,,7,3,3,5,5,13,15,10,10,11,15,8,9,4,4,4,3,8,7,5,3,4,4,2
9/8/2015,6,4,5,6,5,3,4,3,,7,8,6,6,4,6,5,5,11,7,11,8,11,12,7,18,5,7,6,,6,,3,5,5,8,11,5,7,3,,8,3,2,5,4,10,13,9,,10,13,11,13,5,5,4,2,8,11,7,4,5,4,3
9/9/2015,9,6,11,9,6,5,5,6,11,15,15,11,12,10,11,17,5,7,8,15,14,18,16,10,16,9,10,9,,14,,8,9,7,9,17,10,16,6,14,9,7,9,10,12,13,13,21,,17,12,10,18,9,7,6,4,13,17,12,4,5,6,5
9/10/2015,13,7,17,11,11,8,9,12,,9,11,9,13,9,11,14,8,11,13,18,17,19,18,12,17,11,8,15,,12,15,10,9,6,17,22,14,20,9,7,10,13,16,9,17,16,15,25,16,19,15,8,16,13,9,8,5,18,22,14,7,7,7,7
9/11/2015,19,18,24,18,24,9,8,6,,11,13,12,15,15,16,13,12,18,20,16,16,15,16,14,20,9,12,15,,11,13,15,9,7,16,15,14,19,,8,,14,16,11,19,17,25,30,15,29,19,11,31,7,11,9,6,18,17,15,9,14,14,9
