Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocKorzA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSPija6204,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzRadomTochter,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.aw07m,Pm.aw08m,SkBuskoWios2,SkKielJagielWios,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
1/1/2010 0:00,,,,,45.5,,22.083,,13.4,13,14.6,,24.5,,,,,,,,64.208,110,,,30,,39.2,,36.4,,21.8,,41,11,,,,,,,,,,61.04,,,134,,77,88,,,72,,,9.93677,10.27,14.3,,24.5,
1/2/2010 0:00,,,,,35.6,,21.583,,7.1,20,6.5,,24.2,,,,,,,,41.458,47,,,36,,,,36.2,31.3,20,,26,13,,,,,,,,,,7.47,,,54,,37,47,,,39,,,6.69234,14.78,5.6,,13.3,
1/3/2010 0:00,,,,,16.8,,45.042,,17.3,51,30.8,,18.7,,,,,,,,33.5,44,,,32,,,,28.4,23.4,23.6,,18,47,,,,,,,,,,28.22,,,50,,23,48,41.66,,57,,,26.9288,14.21,,,23.3,
1/4/2010 0:00,,,,,73.7,,47.917,,18.2,55,70.6,,66,,,,,,,,110.875,131,,,106,,,,52.3,63.6,81.8,,87,52,,,,,,,18,18,,20.21,,,71,,97,104,98.01,,134,,,35.4342,31.99,,,15.9,
1/5/2010 0:00,,,,,136,,64.208,,30.6,30,32.5,,43.3,,,,,,,,91.333,173,,,168,,,,61.7,69.4,76.4,,57,65,,,,,,,40,40,,37.13,,,57,,106,115,80.4,,102,,40.76,41.7712,38.86,,,38.9,
1/6/2010 0:00,,,,,82.6,,75.125,,46,28,26.4,,32.9,,,,,,,,84.083,121,85,,148,,54.2,,39.6,45.6,45.5,,56,20,,,,,,43,49,49,,41.35,,,145,,78,130,86.09,,217,,39.34,36.3502,31.42,,,46.7,
1/7/2010 0:00,,,,,92.6,,84.083,,55.3,69,71.4,47.4,83.7,,,,,,,,141.783,145,118,,50,,69.5,,70.5,62.1,65.5,,93,43,,,,,,26,81,81,,61.72,,,125,,160,155,152.25,,162,,51.48,51.7012,39.71,,,66.5,
1/8/2010 0:00,,,,78.7,104.9,,91,,53.9,92,44.6,91.3,45.6,,,,26,,,,71.375,133,,,70,,86.3,,95.4,76.3,98.2,,72,69,,,,,,,46,46,,76.22,68,,113,,160,189,146.74,,92,,62.92,71.6142,69.08,,,58,46.8
1/9/2010 0:00,,,,,43.5,,46.75,,29,22,21.3,17.9,2.5,,,,12.1,,,,27.292,81,29,,117,,36.2,,18.7,26.9,27.3,,23,27,,,,,,,9,9,,18.45,9,,44,,28,38,28.03,,11,,21.04,26.032,25.76,,,20.3,9.6
1/10/2010 0:00,,,,,25,,,,11.7,7,40.2,6.7,2.5,,,,6.9,,,,23.708,20,18,,52,,12.8,,14.3,8.7,17.9,,10,7,,,,,,,7,7,,10.13,10.1,,45,,32,47,33.34,,23,,8.34,7.59484,9.08,,,10.9,8.7
1/11/2010 0:00,,,,,64.6,,,,13.1,19,8.3,15.3,13,,,,13.9,,,,76.375,54,71,,57,,18.1,,21.5,17.4,27.3,,45,10,,,,,,,23,23,,17.61,42.3,,100,,55,73,76.96,,84,,11.24,13.1976,10.15,,,25.2,17
1/12/2010 0:00,,,,,104.9,,,,26.6,25,8.4,18.5,13,,,,40,,,,54.708,58,75,,65,,20.4,,27.6,29.8,47.3,,80,22,,,,,,,28,28,,32.4,41.2,,74,,57,115,82.02,,65,,17.23,24.046,18.93,,,47.5,49
1/13/2010 0:00,,,77.2,,49.9,,61.083,,25.3,37,17,17.2,12.5,,,,31.3,,,,41.625,59,42,,51,,36.6,,33.2,29.1,58.2,,31,26,,,,,,,27,27,,32.33,18,,78,,45,60,42.89,,36,,36.99,30.7387,14.89,,,33.4,33.4
1/14/2010 0:00,,,37.7,,47.5,,70.458,,43.3,38,23.7,40.7,28.8,,,,48.4,,,,49.875,44,44,,119,,39,,49.7,41.3,98.2,,32,25,,,,,,,22,22,,60.78,32.6,,96,,44,66,49.23,,32,,42.61,33.4518,18.88,17.6,,40.8,38.8
1/15/2010 0:00,,,118,,61,,52.042,,28.8,25,12.4,25.7,28.3,,,,44.7,,,,52.875,44,51,,137,,34.5,,48.5,32,72.7,,35,,,,,,,,28,28,,41.48,33.2,,93,,52,66,46.44,,43,,54.76,,28.06,20.2,,40.8,39.5
1/16/2010 0:00,,,62.3,,71.9,,80.5,,48.4,18,3.7,21.3,29.1,,,,39.5,,,,49.042,78,,,198,,35.2,,42.6,31.6,58.2,,43,23,,,,,,,27,27,,41.55,33.2,,114,38,61,73,48.79,,50,,35.73,,21.79,27.3,,51,48.4
1/17/2010 0:00,,,17.9,,54.2,,38.75,,27,12,16,11.7,17.2,,,,31.2,,,,64.125,83,41,,77,,21.1,,23.3,10.8,17.3,,33,19,,,,,,,28,28,,17.6,22.8,,177,57,110,131,76.87,,98,,19.58,,11.33,21.3,,31.5,32.5
1/18/2010 0:00,,,54.3,35.6,41.9,,45.125,,40.4,17,6.2,20.9,5.6,,,,36.7,,,,84.125,,167,,80,,20.3,,31.6,33.4,33.6,,35,23,,,,,,,68,68,,37.94,35.9,,186,92,127,114,71.34,,95,,28.64,,16.9,,,75.1,42.6
1/19/2010 0:00,,,50.2,64.3,74.1,,52.625,,48.4,31,5.5,19.8,25.6,,,,48.6,,,,65.833,,58,,60,,23.4,,33.2,21.5,28.1,,70,21,,,,,,,45,45,,36.25,28.7,36.7,124,78,188,90,35.67,,157,35.4649,33.2,,20.52,52.3,,61.4,48.9
1/20/2010 0:00,,,60.1,20.8,67.4,,37.583,,27.5,10,15.7,9.9,26.6,,,,37.7,,,,30.833,41,31,,45,,14.6,,27.8,12.6,18.9,,49,10,,,,,,,15,15,,24.29,18.1,31.2,161,32,57,62,40.12,,28,36.3749,20.85,,11.4,25.8,,36.8,40.1
1/21/2010 0:00,,,62.7,45.4,44.8,,29.542,,21.4,16,8.1,16.4,17.5,,,,22.1,,,,28.458,39,31,,63,,15.6,,31.1,28.7,12.7,,36,18,,,,,,26,20,20,,26.69,18.2,14.5,58,28,53,55,41.98,,21,21.8245,4.9,,17,15.5,,19.6,24.7
1/22/2010 0:00,,,68.8,66.7,66.6,,52.292,,33.5,24,20.8,32.4,35,,,,32.3,,,,36.958,52,52,,69,,45.7,,46.5,42.6,38.2,,49,22,,,,,,45,39,39,,51.02,21,25.8,58,43,48,54,51.04,,26,36.3815,31.37,,22.64,32.7,,43.9,45.5
1/23/2010 0:00,,,,64.4,92.9,,65.958,,48.8,49,41.2,41.5,54.2,,,,54,,,,58.292,224,82,,148,,51.2,,61.4,56.6,50.9,,89,38,,,,,,60,41,41,,63.35,22.2,23.3,218,42,119,127,76.6,,66,58.1892,32.99,,29.05,39.6,,56,56.8
1/24/2010 0:00,,,,43.5,84.8,,80.792,,46,104,68.7,59.3,88.1,,,,45.3,,,,73.458,357,95,,105,,69.5,,84.6,55.9,51.8,,66,55,,,,,,65,28,28,,77.81,30.8,46.3,343,59,106,158,91.27,,65,74.5794,62.38,,22.1,25.4,,48.6,49.9
1/25/2010 0:00,,,122,59.6,105.2,,124.5,,60.5,183,140.1,102.9,135.6,,,,58.9,,,,126.417,343,179,,110,,106.1,,92.7,51.6,63.6,,95,133,,,,,,124,50,50,,114.32,56,73,418,88,155,229,124.17,,132,116.455,,,47.26,33,,69.8,38.5
1/26/2010 0:00,,,,84.8,210,,169.917,,65.5,285,157,117.1,224.2,,,,87.8,,,,166.833,331,272,,130,,111.6,,121.3,92.9,114.5,,142,83,,,,,,74,49,49,,92.97,134.4,,416,196,189,252,198.55,,226,165.629,,,37.01,51.4,,99.1,126.2
1/27/2010 0:00,,,152,78.6,214.4,,93.125,,45.9,131,72.4,,121.2,,,,101.4,,,,245.333,340,235,,198,,75,,68.4,22.5,35.4,,143,65,,,,,,42,24,24,,53.56,201.1,125.9,235,214,218,320,229.45,,217,74.6201,,,36.75,27.3,,35.9,60.9
1/28/2010 0:00,,,30.3,97.7,29.2,,26.292,,14.9,48,40.9,30.6,44.7,,36,,7.2,,,,67.042,101,51,,76,,18.9,,,32.1,36.6,,32,36,,,,,,13,31,31,,32.66,27.3,66.1,33,29,37,56,33.84,,14,40.0167,,,33.4,6.2,,12.9,9.6
1/29/2010 0:00,,,8.2,177.3,31.5,,25.375,,16.1,36,33.7,44.4,41.5,,32.4,,14.4,,16,,35.5,105,51,,22,,20.3,,,21,27.3,,14,16,,,,,,24,29,29,,37.07,43.9,18.9,5,34,28,17,31.05,,5,25.4541,,,23.11,8.9,,25.6,9.6
1/30/2010 0:00,,,49.3,198.5,21.4,,28.708,,27.2,27,26.6,30.6,10.3,,31.8,,7.2,,15,,33.458,92,32,,58,,23.8,,,46.2,40.9,,21,37,,,,,,20,22,22,,31.01,43.8,34.7,35,54,26,39,35.47,,37,20.0131,30.09,16.4445,29.43,13.6,,19.9,12.3
1/31/2010 0:00,42,,71,,97.2,,49,,27,70,38.2,35,33.3,,41.9,,26.6,57,37,,51.708,,60,,49,,21.2,,,43.6,23.6,,63,58,,,,,,18,44,44,,34.46,52.4,50.5,89,151,79,131,91.15,,117,41.8395,33.37,31.4489,14.69,24.7,,39,18.3
2/1/2010 0:00,42,,31.7,,111,,109.333,,76,72,59.7,68,44.5,,79,,24.8,57,25,,82.174,89,81,,41,,86.3,,,86.6,83.6,,51,45,,76,52.7,70.4,23.5,86,,,,85.81,56.4,55,69,116,107,84,86.63,,91,94.5695,100.81,107.373,32.7,31.8,,51,17.1
2/2/2010 0:00,26,,24.3,30.1,38.4,,38.625,,24,68,39.3,56.5,44.3,,47,,12.4,7,22,,59.5,178,38,,71,,34.6,,,44.8,47.3,,46,68,38.1,52.8,40.7,33.4,14.1,5,23,23,,23.84,54.8,46,25,79,55,37,43.42,15,45,21.467,28.29,32.9041,49.1,12.4,,25,14.1
2/3/2010 0:00,9.5,,25.4,,17.8,,24.958,,19.9,47,34.9,33.8,25,,33.9,,8.9,15,14,,35.792,103,40,,43,,31.1,,,35.9,40,,22,41,38.08,47.2,30.5,30.5,16.6,17,15,15,,29.43,35,29.2,35,57,44,47,36.65,,46,32.5691,29.47,24.7632,37.24,7.1,,11,1.5
2/4/2010 0:00,35,,27.4,52.6,67.3,,38.708,,27.2,120,69.6,75.6,92.3,,44.1,,21,32,32,,113.042,184,42,,92,,32.2,,,42.2,48.8,,61,75,74.38,98.2,63.5,,49.1,31,18,18,,41.11,71.9,51.6,58,88,109,162,70.74,,115,38.0297,30.73,24.2221,36.25,17.8,,28.9,18.1
2/5/2010 0:00,60,,,47.7,60.5,,58.083,,45.6,47,36,56.2,59.8,,39.2,,45.5,38,45,,73.25,143,38,,94,,45.6,,,51.3,56.6,,51,28,19.95,41.3,,,73.8,42,39,39,,44.39,27.5,39.1,23,60,83,141,86.2,,105,38.0394,45.45,29.2857,35.65,36,,52.9,45.5
2/6/2010 0:00,66,,44.6,39.9,45.9,,33.042,,23.3,24,16,29.1,29.1,26.4,31.4,,34.6,59,42,,36.667,61,80,,101,,27.7,,,27,29.7,,33,22,12.7,44.1,25.6,,21.8,26,22,22,,22.99,18.9,30,60,36,58,59,48.86,,45,24.2113,19.12,13.9187,23.05,16,,25.8,34.1
2/7/2010 0:00,57,,42,36.1,44.5,,52.458,,24.5,19,14.3,26.2,26.1,32.4,37.6,,22.5,72,37,,25.792,,139,,54,,28.1,,,22.1,36.4,,35,21,19.95,38.7,27.1,,18.4,28,40,40,,32.15,25,26.7,51,70,49,67,63.88,,44,47.665,28.71,25.302,19.02,20.5,,30.4,28.7
2/8/2010 0:00,65,,51.4,84.5,80,,115.292,,35.1,34,28,54.2,40.9,46.8,,,21,86,39,,53.792,64,60,,95,,54.6,,,39.3,65.5,,55,34,29.02,83.3,41,57.4,31.3,81,63,63,,82.29,64.7,61,85,121,74,108,82.18,,127,90.957,47.82,44.6414,31.61,48.6,,31.6,51.9
2/9/2010 0:00,117,,121,125,128,,207.125,,72.4,47,51.8,89.9,75.4,65,,,62.9,126,86,,106.792,155,60,,137,,98.5,,,69.2,69.1,,109,44,39.91,125.2,83.6,107.5,82.2,82,39,39,,89.1,82.3,93.2,170,108,108,149,126.23,,116,107.846,71.74,72.1467,46.82,21.3,,55.4,64.7
2/10/2010 0:00,177,,120,138,132,,114.708,,76,30,25.4,48.6,41,51,71,,81.7,119,128,,93.25,240,,,120,,78.5,,,62.2,83.6,,96,31,21.77,43.4,44.8,22.2,44.7,116,60,60,,92.01,39.4,48,125,80,115,175,120.59,,115,64.5889,58.32,45.9027,38.53,43.6,,79.4,68
2/11/2010 0:00,82,,77.9,76.1,67.4,,48.333,,35,21,15.2,29.7,19.9,32,74,,28,,54,,61.167,67,,,90,,27.4,,,24.3,27.3,,31,26,14.51,70.5,15.5,22.4,12.5,37,28,28,,42.41,35.8,27.1,90,41,52,61,68.31,33,80,28.0112,21.53,25.3088,23.84,24.4,,47.3,40.6
2/12/2010 0:00,61,,57.4,65.7,62.3,,56.417,,26.7,21,17.9,34.9,26.2,75,37,,14.1,56,39,,123.292,124,147,,119,,28.3,,,33.6,42.6,,43,25,12.69,151.4,18.6,111,81.9,25,23,23,,26.61,130.8,34.9,114,79,67,77,110.43,69,125,26.9355,28.98,22.6929,21.83,10,,32.9,9.3
2/13/2010 0:00,32,,25.9,38.8,33.6,,91.167,,52.7,23,23.3,35.3,27.1,33.9,128,,15.8,51,12,,112.417,128,,,96,,39.6,,,39.5,29.1,,22,23,29.02,75.9,24.9,35.7,15,45,55,55,,40.5,42.8,41.1,103,90,58,65,103.62,72,66,40.7436,35.2,29.1065,27.78,40.2,,66.6,36.6
2/14/2010 0:00,30,,23.2,32.2,30.4,,52.917,,28.8,57,33.3,34.7,28.8,40.4,38,,26.4,30,20,,51.042,48,62,,57,,33.3,,,27.7,43.6,,25,29,19.95,57.9,35.6,36.1,23.2,19,48,48,,23.33,30.9,33.8,56,59,29,38,47.46,43,58,34.013,18.87,25.4976,25.06,59.1,,42.6,57.3
2/15/2010 0:00,55,,43.5,54.4,55.6,,32,,10.7,61,30,53.4,47.3,28.9,21,,47.7,59,38,,63,58,49,,44,,28.6,,,25.1,36.1,,52,41,38.11,69,37.1,45,17.5,28,46,46,,29.28,44.2,32.3,75,53,60,57,65.94,37,89,54.2163,23.59,23.3214,17.88,15.3,,25.8,64
2/16/2010 0:00,64,,44.4,69.3,72.9,,73.542,,15.2,99,69.8,100,92.1,78.3,,,35.3,43,43,,110.625,127,85,,77,,50.4,,,56.4,45.5,,59,39,45.35,50.6,84.3,61.2,40.6,67,35,35,,54.67,85.7,74.5,120,131,126,127,128.78,58,179,47.6736,40.11,42.4756,20.89,18.5,,40.7,48.2
2/17/2010 0:00,116,,38.4,131,146,,69.25,,49.1,65,51.8,76.8,74.8,52.4,,,65.4,80,98,,104.375,119,49,,113,,51.3,,,54.6,67,,104,44,27.21,57,62.7,125.9,88.2,,71,71,,45.6,59.3,52.7,72,124,144,193,108.19,63,137,100.409,36.3,35.9793,33.12,39.8,,52.2,39.4
2/18/2010 0:00,181,,38.4,75.3,81.4,,96,,73.2,38,31.6,63.9,46.6,56.8,,,73.5,140,77,,133.25,66,36,,100,,78.6,,,61.3,89.1,,50,50,36.28,22,56.9,51.5,25.3,,77,77,,56.97,71,79.9,82,123,128,201,107.17,52,134,62.2327,46.29,48.0761,36.6,81.4,,87.7,66.9
2/19/2010 0:00,98,,41.8,84.1,98.6,,86.375,,52.3,77,34.8,70.5,38.6,47.4,,,52.1,74,48,,,100,37,,37,,64.2,,,62,80,,54,67,45.36,33.6,55.1,28.8,15.5,,53,53,,54.22,,32.5,70,97,92,61,86.35,19,50,60.7427,57.16,53.5135,58.26,45.6,,52.7,42.6
2/20/2010 0:00,34,,36.2,45.4,37.4,,54.542,,21.4,53,40.8,54.7,42,34,,,30.5,44,25,,56.792,41,43,,27,,29.6,,,54.3,36.4,,35,30,21.77,50,42.5,36,33.8,,34,34,,34.14,33.7,37.8,60,65,58,51,70.56,21,81,37.8374,28.49,21.51,18.64,27.4,,31.8,21.2
2/21/2010 0:00,36,,32.6,41.2,40.2,,48.167,,18.5,67,33,54.9,44.8,38.2,,,28.5,27,21,,56.208,73,66,,47,,34.2,,,46.4,45.5,,28,32,19.95,69.7,42.5,60.2,59.7,,14,14,,21.21,47.9,31.6,47,51,48,49,32.5,56,56,32.3789,25.03,22.4192,19.71,10.7,,17.9,16.7
2/22/2010 0:00,32,,30.1,51.6,50.7,,58.625,,30.5,55,37.8,44.2,30.2,26.8,,,21.5,28,18,,60.875,54,17,,28,,33.5,,,34.3,35.6,,27,46,32.66,22.7,21.2,18.6,15.3,,36,36,,30.88,31.7,32.5,23,68,69,60,37.45,15,56,33.106,29.96,25.1427,21.22,21.6,,46.4,21.2
2/23/2010 0:00,47,,25.2,45.9,56.2,,28.667,,18.1,24,14,20.6,20,18.7,,,12.6,13,,,,46,13,,55,,28.1,,,26.4,27.8,,17,31,34.47,19.4,26.7,15.5,13,,25,25,,24.44,29,52.7,37,56,41,72,30.23,26,48,33.474,25.59,20.4438,22.31,12.7,,18.7,14.5
2/24/2010 0:00,77,,23.6,100.4,113,,27.708,,15,49,37.1,,67.2,48.9,,,19.5,34,28,,151,125,46,,69,,19.4,,,31.5,36.5,,72,22,14.49,38.9,72.9,58.2,58.5,,19,19,,13.57,61.4,81.6,94,163,88,75,89.25,28,92,20.0073,13.61,15.1862,13.21,11.6,,16.2,14.1
2/25/2010 0:00,86,,28.6,96.6,93.9,,60.917,,34.8,36,20.1,53.7,42.8,59.2,,,34.1,76,40,,140.875,141,125,,67,,61.2,,42.6,69.7,64.4,,56,34,32.58,101,56.1,105.3,73.9,,57,57,,35.63,128,107.4,81,177,135,112,114.43,55,133,50.3746,47.73,37.4251,25.54,38.2,,75.5,35.9
2/26/2010 0:00,50,,25.4,50.5,52.7,,71.125,,48.7,26,25.8,22.9,34.3,57.3,,,36.1,40,29,,104.25,63,23,,22,,58.6,,35.6,52.1,38.2,,35,24,21.76,31.5,30.7,42.9,36.3,,58,58,,60.81,44.2,41.4,16,65,86,50,44.97,39,59,61.8485,53.17,154.015,27.16,59.5,,77.9,26.3
2/27/2010 0:00,26,,11.4,22.7,19.3,,39.917,,26.1,57,47.8,38.5,40.5,22.5,,,14.4,15,15,,78.458,74,52,,28,,36.7,,34.7,32.7,40.5,,18,27,43.53,58.8,45.2,43.1,38.6,19,21,21,,29.22,51,41.6,17,68,35,21,33.98,23,52,39.8627,37.03,28.756,25.16,16.6,,20.1,7.3
2/28/2010 0:00,9.5,,8,18,21.1,,31.917,,24.3,35,25.4,21.8,31.4,23.2,,,16.3,14,19,,49.625,33,17,,36,,29.9,,28.6,27.6,28.9,,13,22,19.95,19.5,29.2,17.9,11.5,32,17,17,,27.88,24.9,26.9,11,39,28,15,23.88,18,51,26.379,23.59,18.623,25.49,16.9,,32.4,11.4
3/1/2010 0:00,5,,9.4,3.9,14,,9.792,,7.6,23,17,7.3,14.3,5.6,,,7.2,6,15,,5.75,19,12,,12,,11.2,,8.9,10.7,16.1,,17,12,10.88,9.2,,7.8,4.9,30,7,7,,11.82,7.404,7.6293,11,22,11,10,11.1,,15,8.36774,5.26,4.15974,8.71,5.4,,3.1,3.8
3/2/2010 0:00,17,,8.7,11.7,16.3,,11.667,,5.2,22,23.7,9.6,14,9.7,26,,10.5,11,14,,20.85,67,25,,17,,11.6,,11.1,10.8,21.6,,12,7,12.69,34.4,,24.8,18.6,4,8,8,,10.83,13.0249,11.0806,25,34,21,29,23.6,14,,10.5535,2.36,4.88186,5.17,6.7,,3.6,
3/3/2010 0:00,21,,17.8,14.9,23.7,,14.417,,6.4,24,25,14.8,25,12.4,28.5,,17.5,24,14,,30.583,50,34,,36,,10.3,,11.8,14.3,14.8,,14,8,19.95,34.6,26.7,21.4,17.2,7,20,20,,10.9,16.2125,15.8028,46,54,23,48,32.44,18,,15.6375,2.15,4.70115,5.91,8.7,,6.9,8.2
3/4/2010 0:00,30,,32.2,19.5,28.8,,33.875,,11,38,28.1,62.3,54,20,17.5,,14.1,30,18,,67.75,68,48,,40,,26.7,,42.6,28.7,45.4,,18,30,38.1,36.1,53.9,55.3,54,,19,19,17,11.97,29.9963,67.573,50,118,64,82,53.14,31,,19.2801,7.62,16.093,10.38,11.8,,12.3,14.2
3/5/2010 0:00,19,,2,8.47,21.9,,26.083,,5.5,120,62,77.5,84.2,20.8,30.9,,17.5,31,20,,29.833,40,32,,28,,25.3,,40.8,45.7,51.6,,20,54,34.47,41.2,,20.7,12.8,,,,14,16.49,30.0933,53.2259,39,58,31,27,29.08,23,,15.2763,14.87,15.0111,6.6,11.8,,17.4,18.7
3/6/2010 0:00,36,,56.2,26.2,35.5,,32.083,,9.2,41,30.9,33,29.1,20.8,46.7,,17.4,31,17,,24.875,45,31,,31,,18.4,,27.6,18.9,18.7,,19,39,19.95,48.5,28.9,29.3,26.4,,,,22,17.68,33.3799,36.1476,66,37,31,56,27.63,22,,3.7289,9.07,12.8447,10.74,22.4,,33.5,29.7
3/7/2010 0:00,27,,23.2,18.7,22.1,,31.875,,9.7,58,35.8,17.4,24.2,20.9,32.4,,12.1,41,21,,37.167,80,51,,39,,26.4,,25.4,32.6,21.6,,35,56,59.87,56.8,27.4,55.7,42.8,,26,26,23,14.14,41.2473,46.5,66,47,29,46,34.2,22,,40.0262,25.57,20.0719,8.4,25.7,,17.8,17.1
3/8/2010 0:00,44,,53.8,27.8,46,,49.083,,14.3,75,48.4,35.5,39.5,38.9,51.7,,10.4,66,25,,72.125,129,89,,58,,46.7,,53.2,53.1,52.3,,40,92,70.75,59,42.2,69.2,40.9,,22,22,67,31.06,49.6328,69.9321,64,89,106,80,92,28,,48.7273,28.48,28.5736,9.09,20.4,,36.6,32.6
3/9/2010 0:00,81,,91.8,53,56.2,,92.417,,22.1,92,65.9,43,62.5,44.4,47.5,,55.7,76,83,,59.458,129,,,64,,47,,57.4,46.2,48.6,,50,63,58.05,68.9,48.6,79.2,47.5,,,,34,29.63,43.5784,85.1846,50,105,71,64,64.44,34,,50.5905,32.11,30.5578,22.42,23,,33.2,28.3
3/10/2010 0:00,86,,76.1,75.6,82.6,,53.875,,17.8,66,45.3,63.7,51.3,43,47.7,,29.6,69,70,,101.083,93,,,66,,36.6,,48.8,37.3,47.8,,43,58,12.7,63.6,54.3,18.2,14.9,,32,32,42,25.54,36.2897,65.3941,68,165,100,76,77.43,45,,34.0204,32.11,16.2743,10.14,30.9,,46.8,33.9
3/11/2010 0:00,88,,85,68.8,94.1,,62.042,,30.6,29,,,36.2,39,51.6,,47.6,77,63,,60.292,96,,,89,,61.6,,47.6,54.2,69.6,,42,51,59.87,48.5,36.7,47.7,41.8,,,,78,54.09,40.7805,35.0572,82,63,49,66,62.77,,,62.6081,39.54,36.1645,23.43,34.2,,51.3,38.6
3/12/2010 0:00,43,,47.8,53.6,44.8,,58.125,,33.4,49,40,41.1,45.5,52,23.7,,26.5,21,25,,80.417,77,,,61,,62.4,,45.6,54.6,78,,18,30,32.65,95.3,63.5,75.2,42.5,,,,48,32.6,50.4165,54.4945,66,56,57,66,72.32,,,42.9481,43.89,41.0486,25.16,20.3,,29.6,18.7
3/13/2010 0:00,21,,5.8,22.6,14.5,,14.542,,6.2,,25.8,25.7,32.9,14,23.3,,8.8,11,13,,33.708,31,35,,14,,34.6,,22.3,21.3,21.3,,9,31,30.84,46.2,26.1,27.5,22.1,,14,14,11,13.18,25.8918,19.0712,28,17,27,28,30.71,,,14.5382,5.98,8.49627,11.64,8,,13.2,10.7
3/14/2010 0:00,11,,2,11.9,7.18,,14.167,,5.6,32,24.2,16,19.9,7.6,19.2,,3.5,15,10,,16.708,13,17,,8,,24.1,,15.5,15.4,17.1,,12,18,29.02,15.4,8.8,13.2,13,,29,29,5,11.36,17.5662,5.2678,16,13,11,14,15.28,,,16.0175,6.17,6.68975,6.39,8.7,,14.5,5.3
3/15/2010 0:00,14,,7.1,13.7,13.8,,18.708,,7.6,25,7,16.7,21,13.8,6.2,,7,20,15,,12.083,24,19,,16,,22.7,,12.2,15.3,19.8,,16,14,21.77,28.2,16.1,13.7,11.4,,25,25,27,17.07,13.0325,10.8989,15,16,24,14,18.42,40,,20.7258,11.42,15.9087,4.82,11.2,,12.2,10.5
3/16/2010 0:00,19,,10.7,18.2,14.6,,20.583,,6.2,31,36.3,25.4,36.6,18.6,30.7,,10.6,20,16,,23.083,52,29,,25,,22.5,,21.4,24.2,24.3,,27,16,,35.5,20.5,18.6,12.5,,18,18,21,16.75,25.9504,24.3407,25,23,22,21,24.41,58,,25.8379,14.15,11.3922,3.58,11.9,,14.5,14.3
3/17/2010 0:00,28,,33.3,37.9,28,,24.792,,16.3,30,34.5,26.8,31.2,28.4,39.1,,24.6,27,27,,33.083,41,36,,20,,23.6,,23.5,27.3,25.1,,48,20,21.76,38.3,29.6,25.8,27.3,,36,36,21,20.88,29.3834,24.7012,23,26,31,28,34.48,19,,20.9163,11.25,14.4604,9.81,22.1,,18.9,15.8
3/18/2010 0:00,63,,53.4,59.6,52.6,,43.875,,31.9,75,61.9,58.1,58.8,46.8,35,,37.3,45,53,,49.75,63,51,,52,,52.3,,42.1,48.2,16.2,,57,48,39.91,29.5,,33.3,25.4,,36,36,10,38.78,54.3233,79.3753,51,73,60,59,54.88,32,,42.9356,42.09,38.689,30.13,39.6,,38.1,26.5
