Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocKorzA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSPija6204,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzRadomTochter,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.aw07m,Pm.aw08m,SkBuskoWios2,SkKielJagielWios,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
8/2/2010 0:00,17,12,18.9,13.8,27.4,,23.583,,24.5,17,15.2,21.8,19.1,23.7,29.2,25.5,14.7,17,,28,28.875,22,23,,20,,,33.3,,,37.7,,15,22,38.12,26.4,21.9,25.8,22.2,17,17,17,16,21.85,29.3,34.7,28,41,26,24,30.59,23,29,19.1222,13.43,16.0017,11.65,19.3,20.6,26.7,18.6
8/3/2010 0:00,5,7,5.6,6.2,13.2,,17.667,,16,15,18.5,22.8,24.6,20.8,12.8,18.4,9.3,13,,19,19.917,24,19,,16,13.9,,23.1,,27.8,27.4,,11,21,34.49,20.6,16.1,17.1,15.1,23,9,9,16,30.7,22.4,22,21,27,15,17,21.95,15,14,11.6499,15.01,12.181,15.91,12.1,13,8.9,11
8/4/2010 0:00,15,9,12.8,9,13.5,,11.25,,11.6,10,20.8,10.9,8.4,8.2,15.5,9.8,11.4,11,,15,12.5,15,10,,14,12.5,11.3,13.5,,27,14.9,,5,7,10.89,13.5,10.6,8.5,8.1,,34,34,,12.47,14.6,11.2,20,17,17,17,14.95,5,17,6.55392,5.26,4.54604,4.87,7.2,12.6,16,6.5
8/5/2010 0:00,15,13,17.3,14.4,21.2,,15.083,,10.8,8,8.9,11.9,10.5,16.2,,14,15.2,15,,17,15.75,12,13,,12,16.5,17.3,38.7,,16.8,17.8,,15,9,16.33,15.6,9.9,10,8.7,5,10,10,,,16.9,20.8,22,25,16,21,19.88,13,17,6.92016,2.9,4.72896,4.67,13.4,16.2,20,13
8/6/2010 0:00,16,11,18.4,13.2,20.7,,16.5,,9.3,13,16.1,14,10.2,16.9,19.9,11.3,14.8,17,,18,14.083,12,16,,13,12.7,10.4,24.7,,10.8,15,27,10,12,19.9,14.7,12.8,14.9,9.8,5,13,13,,,18,18.8,25,16,16,27,19.99,13,20,8.37841,4.54,6.91006,8.7,10.8,18.5,8.4,14.4
8/7/2010 0:00,5,8,6.3,8.46,14,,19.708,,9.2,16,12.5,16.6,17.7,12.2,13,14.2,7.3,12,,17,14.667,16,13,,11,15.4,12.2,39.8,,12.6,20.7,10,5,20,27.22,16.2,11.3,13.8,11.1,5,12,12,5,,21.2,10.1,17,20,13,14,16.3,18,14,11.6546,4.72,8.54493,15.69,8.5,8.7,4.7,
8/8/2010 0:00,5,8,9,0.155,12.6,,12.542,,6.5,8,8.9,13.6,8.7,8.6,12.8,8.7,9.2,11,,11,6.125,13,12,,9,15.3,9.3,15.3,,22.7,17.2,5,11,16,16.33,11.9,10.6,9.8,9.5,5,18,18,5,,9.2,3.4,14,13,5,5,7.74,5,5,10.0146,3.63,6.91036,11.92,6.9,11.6,4,
8/9/2010 0:00,11,7,14.4,7.7,18.1,,17.625,,14,9,13.8,14,8.5,14.8,7.6,15.6,12.9,14,,15,11,12,12,,10,16.9,13.5,22.6,,22.3,18.7,13,10,13,12.7,13.4,11.3,12,12.2,5,6,6,5,,10.9,8.9,17,20,15,14,14.04,16,14,16.2063,5.81,10.1813,8.19,8,14.8,12.4,
8/10/2010 0:00,15,7,14.4,15.1,25,,23.875,,11.6,7,10.8,11,10.7,19.5,14.4,20.7,7.4,17,,20,15.818,8,15,,13,20.3,19.4,16.4,,29.6,24.5,13,17,14,16.33,19.6,15,16.2,15.3,5,10,10,5,,16.4,20,16,27,16,18,,15,20,12.6265,10.34,11.636,8.93,8.3,13.1,15.5,7.8
8/11/2010 0:00,15,9,19.8,0.155,37.2,,22.917,,15.4,11,15.7,17.6,20,20.6,17.8,26.7,18.5,18,,24,29.083,11,19,,15,19.8,16.2,35.8,,21.2,24.1,20,17,17,18.15,24,,22.4,20.4,5,,,5,21.58,19.4,15.2,16,26,26,23,31.83,15,26,20.3929,15.24,14.7287,8.28,17.8,18.6,21.1,10.6
8/12/2010 0:00,15,8,2,12.1,69.4,,24.875,,23.3,10,18.8,21.4,24.2,21.7,22.7,18.7,14.9,18,,27,27,14,21,,17,23.4,24.6,32.9,,1.8,25.4,24,23,15,14.52,27.1,30.7,30.2,28.5,17,22,22,16,23.4,19,24.9,20,28,27,24,28.25,15,25,18.758,17.42,17.235,11.86,19.5,16.1,23.5,11
8/13/2010 0:00,15,10,11.9,14.6,17.7,,30.167,,20.1,22,10.4,26.3,31.2,25.5,18.4,25.3,9.2,18,,24,24.875,22,,,25,26,27.9,33.6,,7.1,30.8,26,12,23,29.04,27.1,25.6,29.8,30.5,23,8,8,22,16.74,21.1,24.8,20,30,30,27,27.19,15,24,17.8467,20.5,22.1867,17.61,11.9,10.8,14.6,6.9
8/14/2010 0:00,5,7,9,17.6,13.95,,20.708,,14,23,12.6,27.4,29.5,20,25.5,23.3,12.8,15,,22,19.958,24,24,,21,25.6,21.7,30.9,,8.4,,10,17,20,32.66,30.1,27.2,29,29.5,19,9,9,19,16.82,23.6,23.9,16,20,19,18,19.37,18,19,23.0545,20.32,18.5481,24.99,11.6,10,16.2,5.2
8/15/2010 0:00,15,14,15.9,19.5,22.1,,23.625,,38.6,23,13.9,22.8,22.2,25,21.8,22.2,14.9,10,,26,23.167,29,24,,21,28.9,24.2,28.4,,7.7,,20,12,27,23.59,23.9,26.1,19.8,20.9,16,6,6,16,12.29,23.1,21.5,17,22,23,23,24,19,25,20.028,20.86,20.3647,20.38,11.2,14.2,15.1,9.4
8/16/2010 0:00,13,6,10.6,5.9,14.2,,18.75,,18,24,11.7,15.7,18.1,13.5,10.9,11.3,11.1,13,,15,12.458,23,14,,12,,15.7,13.6,,14.8,18.3,17,2,20,14.51,14.5,15.9,14.2,11.5,12,12,12,17,15.98,12.9,11.3,13,13,15,14,17.07,11,18,16.3681,14.52,13.9994,12.69,14.5,10.4,16.9,7.2
8/17/2010 0:00,5,4,6.7,5.9,9.5,,11.667,,7.7,14,9.3,4.4,7.7,8.2,7.2,4.5,5.5,7,,8,5.25,14,8,,16,12.4,14.9,8.7,,11.3,9.3,5,5,10,16.33,9,8.1,9.3,7.1,16,9,9,17,10.2,9.7,2,5,5,5,5,9.45,5,5,8.55977,9.44,4.7279,8.84,8.7,9.3,11.6,5.1
8/18/2010 0:00,5,6,11.4,0.155,11.6,3.3,10,,4.3,8,10.7,5.3,6.2,8.9,7.4,7.3,7.3,5,,8,6.708,9,12,,18,9.5,7.6,9.1,,10.6,8.5,9,5,8,16.33,12.8,8.6,10.2,8.5,5,13,13,10,7.36,10.1,6.1,5,5,5,13,11.56,5,13,5.09981,5.44,5.4563,6.42,11.2,8.8,6.6,7.8
8/19/2010 0:00,5,7,13.2,0.155,14.6,8.3,14.609,,5.9,,9.8,7.8,11,8.7,8.5,10.9,3.7,7,,11,10.042,9,15,,12,,10.2,10.2,,7.9,12.3,7,13,7,7.2,10.5,11.2,17.2,14,5,,,5,6.36,12.1,4.3,5,5,5,11,13.85,10,13,6.55463,5.63,6.18255,5.14,9.2,8.6,8,8.3
8/20/2010 0:00,18,9,21.1,7.5,20.8,5.9,14.375,,4.4,,10.6,9.7,11.1,10.6,10.3,12.4,11,7,,19,22.792,13,15,,17,,9.5,14,,11,12.2,13,15,6,9.07,19.6,11.5,25,22.9,5,11,11,5,9.52,16,11,17,16,15,15,19.29,5,21,,5.63,4.91018,4.53,10.1,11.7,9.6,7
8/21/2010 0:00,18,12,18.6,13.2,24.5,15.3,24.292,,13.5,,13.9,14,15,15.1,14,23.4,14.4,9,,25,27.458,19,23,,22,,18,20.9,,12.4,26.5,21,13,11,21.79,25.4,20.8,18.9,14.5,5,11,11,10,14.75,21.7,24.8,18,20,25,23,26.84,15,30,,13.61,11.635,8.12,17.9,18.5,14,11.4
8/22/2010 0:00,17,12,18.7,11.9,30.1,12.5,22.917,,13,,10.6,17.3,18.8,17.1,17.4,21.1,9,16,,21,22.625,24,20,,23,,19.8,21.3,,17.9,26.1,16,7,16,9.07,17.9,22.7,16.4,15.8,10,7,7,,9.18,19.7,22.6,17,17,14,18,20.44,17,23,,12.53,13.4568,11.82,13.2,18.1,14.9,9.7
8/23/2010 0:00,11,5,11.4,17.8,15.6,5.8,12,,9.6,,9.8,16.2,20.4,12.4,10.5,17.1,7.2,14,,22,15.409,19,18,,24,,13,20.6,,20.6,20,15,9,6,14.5,19.3,18.6,,,5,10,10,11,9.08,22.3,17.5,15,12,17,21,18.34,12,18,,6.17,6.36564,5.76,10.8,11.2,12.4,8.8
8/24/2010 0:00,5,6,11.5,0.155,14.4,6.8,12.417,,6.7,,11.8,18.9,25.2,12.7,11.5,15,5.4,8,,28,20.5,18,22,,21,,15.9,23.6,,21.9,18.9,13,3,16,10.89,27.1,23.9,27,26,5,8,8,5,8.6,17.6,21,14,16,19,19,19.55,17,18,,8.35,8.18474,4.59,7.2,9.9,4.9,6.3
8/25/2010 0:00,11,4,6.8,9.56,16.4,6.3,12.208,,6.3,,10,7.6,13.7,9.7,7.1,6,7.2,23,,10,7.042,22,10,,13,,11.9,9.8,,13.6,11.6,9,4,9,10.89,16.5,12.4,15.4,11.5,5,5,5,5,7.96,6.9,5.8,5,5,5,10,,5,12,,5.99,5.45619,5.41,4.2,9.8,4.9,3.6
8/26/2010 0:00,13,5,9,12.8,19.7,6.4,16.833,,6.6,13,8.9,10.7,16,10.9,8.6,8.5,7.2,8,,13,12.792,15,14,,10,,11.7,11.1,11.5,15,16.3,9,11,8,16.33,12.9,16.8,14.7,14.4,5,8,8,5,5.24,22.4,15.5,5,11,10,13,,5,14,,8.53,8.72867,4.53,7.2,14.7,6.6,7.4
8/27/2010 0:00,5,4,6.3,11.17,13.6,5,17.375,,8.4,15,9.1,11.8,16.7,10.9,7.8,11.8,5.4,13,,13,10.458,16,15,,11,,12,11.5,12.4,12.3,17.1,7,3,12,5.44,12.9,15,16,15.3,5,7,7,5,9.55,10,11.4,5,5,5,13,6.33,5,14,5.91464,12.52,9.82259,7.26,3.1,8.9,10.6,5.3
8/28/2010 0:00,5,4,8.3,5.5,12.6,2,7.875,,2.6,6,10.2,5.3,8.2,8.6,5.8,9.3,1.8,7,,10,4.667,20,8,,8,,7.8,9.3,8,8.2,8.2,2,3,3,3.63,8.9,8,7.8,7.5,5,,,13,5.39,5.9,4.9,5,5,5,5,10.28,5,5,3.96653,2.9,2.183,2.94,2,4.8,4.6,1.1
