Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocWisA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSAKra6117,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
7/25/2012 0:00,22,21,17,11,26.286,17.6,16,15.8,14.8,17,9,,16,12.5,14.9,18.77,24.4,16.7,18,31.542,19,,23,19,16,20,12.5,17.1,13.8,14.667,15.6,26,20,15.9,,21.8,14.6,13.7,15.2,15,15.1,15.1,16,14.4,,16.3,,20,30,26,23,29,12,5,5.641,14.043,16.259,9.166,17.3,12.6,14.5,15.7,17.1
7/26/2012 0:00,22,18,13,13,29.857,26.7,20.2,12.4,22.8,15,,14,13,13,15.8,26.17,,18.8,15,38.042,27,,15,14,24,20,17.1,5.8,16,18.971,18.7,24,21,19,,13,14.3,11.8,12.3,16,,,23,14.8,,21,,22,28,36,31,31,14,31,12.74,39.024,23.397,15.223,22.7,13.3,36.1,20.3,22
7/27/2012 0:00,24,24,16,13,27.391,16.6,17.6,14.2,14.4,15,12,18,19,17.5,22.5,29.6,,21,26,30.458,23,,22,22,25,22,22.9,19.3,20.4,22.858,27.2,28,20,21.6,,19.7,20,16.4,17.3,13,16.6,16.6,16,18.1,,20.7,,31,26,26,40,35,18,26,9.098,19.538,19.386,14.431,23.2,13,23,16.6,19.1
7/28/2012 0:00,20,18,13,13,25.542,23.2,21.3,12.6,21.2,19,9,22,28,21.5,27.6,21.3,,18.5,18,23.458,23,23.667,24,17,19,23,23.6,25.7,23.1,23.458,24.7,28,27,27.5,,,19.4,16.8,17.9,25,,,22,19.5,,21.4,,33,32,29,32,29,22,27,14.374,21.654,21.562,21.623,21,16,21.7,16.1,13.7
7/29/2012 0:00,5,7,4.9,16,11.208,9.7,13,14.5,9.7,19,17,19,20,14.3,13.6,10.29,,10.1,8,18.583,14,9.348,11,12,12,13,15.1,14.9,13.6,15.987,15.8,12,11,24.8,,,17.1,13,14.5,16,,,10,11.1,,14.9,,16,10,17,20,20,14,16,2.729,18.245,16.891,19.011,12,8.3,11.2,7.9,10.1
7/30/2012 0:00,13,8,8,8,15.13,9.8,7.1,,7.4,12,10,13,13,11.6,13.3,8.5,,9.1,17,21.667,18,13.667,13,13,17,9,16,11.8,14.9,12.592,14.2,20,12,15.1,,,12.6,11.7,12.4,26,,,9,10.7,,15.2,,17,11,19,23,23,5,13,6.915,7.908,9.32,6.836,13.2,7.7,10.3,6.9,6.9
7/31/2012 0:00,15,8,12,11,,13.4,18.5,,7.4,14,8,15,11,12.5,22,9.57,,8.6,17,27.042,23,24.375,21,19,19,17,20.2,15.1,14.6,18.446,18,14,12,14,16.697,,15.7,13.9,14.6,10,8.6,8.6,11,15.5,,18,,25,24,20,29,23,14,11,7.826,10.232,10.556,8.22,16.5,7.6,10.5,5.9,6.9
8/1/2012 0:00,16,11,13,11,,11.4,9.5,8.8,10.3,11,18,18,18,12.7,17.5,12.64,,11.7,19,24.083,25,19.708,22,19,20,19,15.6,12,15.4,18.254,15.8,17,16,12.8,10.35,,13.3,16.1,16.8,12,10.4,10.4,10,16.5,,18.9,,20,25,28,32,22,18,21,11.283,7.401,6.232,5.771,14,5.9,15,9.1,9.9
8/2/2012 0:00,18,12,12,15,,21.6,18.1,12.6,15.7,12,14,19,17,15.6,19.5,17.15,,15.6,18,24.667,26,19.391,21,17,22,,15.3,18.2,14,12.838,15.4,21,20,14.4,12.88,,18.3,18.2,20.9,15,,,15,16.9,,18.5,,25,23,26,31,18,20,17,14.194,12.224,11.992,9.893,21.5,11.9,14.2,14.5,11.4
8/3/2012 0:00,13,16,11,6,,13.2,15.4,6.4,10.2,15,10,24,21,17.6,21.3,10.29,,10.8,19,26.375,25,20.522,20,20,23,,21.1,21.5,18.5,20.388,21.6,16,12,20.2,16.69,,21.9,16.7,21.5,13,,,16,19.7,,45.7,,24,27,25,31,25,17,20,13.83,16.181,14.973,14.763,,7.9,,7.3,10.5
8/4/2012 0:00,16,13,13,8,18.238,10,7.4,7.2,7.4,15,,20,18,14.5,17.5,5.78,,11,18,27,26,25.75,21,20,21,,16.7,14.6,11.8,18.25,16.3,13,13,15.2,14.7,27.5,20,19.5,22.8,11,4.4,4.4,9,13.8,,16.9,,23,25,29,40,27,12,16,12.92,9.452,8.594,6.428,14.3,6.9,9,7.9,6.1
8/5/2012 0:00,16,11,13,8,23.136,11.2,12.6,10.4,11.8,13,,17,16,16,17.5,20.4,,13.5,15,24.208,21,20.292,21,20,,,18.9,16.7,16.7,16.704,17.6,17,18,15.9,14.88,19.6,18.2,18.8,22.5,14,13.3,13.3,15,17.8,,18.7,,26,29,29,35,22,15,20,17.288,13.932,13.297,11.185,19.7,8.8,14.1,12.2,9.9
8/6/2012 0:00,11,8,9.1,7,14.708,14.1,13,15.1,14,15,5,26,23,15.5,18.4,11.37,,11.5,27,20.042,30,16.789,29,24,,,18,17.6,18,16.454,16.1,15,15,16.5,17.24,27.9,24,22.1,26.2,14,,,16,21.3,,22.9,,22,25,25,35,11,18,12,18.195,13.802,14.882,11.286,18,3.5,10.6,10.1,8.8
8/7/2012 0:00,5,7,8.7,7,9.739,7.9,7.7,16.2,6.8,11,8,16,16,8,5.5,7.4,,6,11,15.75,13,6.13,13,11,,,9.8,9.5,9.3,9.529,9.3,3.5,3.5,10,8.71,18,12.7,13.7,15.9,9,,,9,9.2,,9.6,,5,16,13,20,5,10,5,13.284,11.046,8.32,9.495,8.8,5.4,8.3,5.4,6.3
8/8/2012 0:00,11,9,11,6,11.263,6.5,6.3,17.1,4.9,9,14,12,10,9.6,12,6.14,,7.1,13,13.625,16,11.542,17,13,14,,9.6,8.9,8.9,8.5,8.5,10,9,9.6,9.44,23.1,9.8,15.5,17.8,7,,,6,9.8,,12.5,,16,17,15,25,5,10,12,7.278,5.696,5.27,6.395,10.2,3.7,6.1,2.5,4
8/9/2012 0:00,5,9,15,5,14.667,5.2,2.8,18.7,4,9,5,10,13,11.1,12.7,6.14,7.2,6,15,21.917,16,13.458,17,15,16,,9.4,7.7,8.7,9.671,7.1,10,12,8.3,7.98,22.1,10.4,12.5,13.9,6,,,5,11.6,,11.3,,16,20,20,22,10,10,16,8.736,4.736,6.542,4.987,9,3.4,5,2.4,3.6
8/10/2012 0:00,5,7,8.6,6,13.958,5.3,3.4,18.4,3.4,7,7,9,9,6,8.5,5.6,5.1,6,10,18.958,14,9.042,14,9,,11,8.2,6.7,5.5,7.529,5.8,9,7,5.9,6.54,16,7.7,11.1,8.4,3,5.8,5.8,5,7.2,,8.5,,5,15,15,5,5,5,10,8.918,3.392,3.253,4.293,7.6,3.4,4.6,3,3.8
8/11/2012 0:00,5,4,5.9,7,9.043,3.5,4.1,19.2,4,5,6,15,13,6.2,7.1,,6.3,6,10,15.208,9,8.333,11,10,,10,8.9,6.4,5.8,7.738,6.2,3.5,3.5,6.5,8.89,16,6.7,11.1,11.2,6,,,6,6.5,,7.8,,5,11,13,5,5,5,10,9.644,2.958,2.108,5.445,7.3,2.2,5.3,2.7,4.5
8/12/2012 0:00,5,6,10,6,10.591,5.5,5.5,14.2,5.2,6,2.5,6,6,4.7,12,,6.1,5.3,11,23.167,12,9.458,11,9,,12,8,6.9,5.6,7.575,5.4,8,8,5.1,8.16,14,6.7,7.5,10.5,6,,,7,6.8,,10,,5,11,19,10,5,5,10,9.279,3.975,3.707,3.879,8.6,4.2,5.6,2.7,4.7
8/13/2012 0:00,11,6,13,7,13.261,6.6,6,15.8,5.8,6,2.5,5,5,6.7,10.5,,6.5,5.9,10,19.958,13,9.875,12,11,,9,8,8.8,6.4,8.15,9.3,8,9,7.8,9.98,13,8.5,7.2,9.4,7,,,9,8.5,,9.6,,11,13,24,14,10,12,18,9.829,5.534,4.417,6.431,11.5,3.9,7,3.6,6.7
8/14/2012 0:00,5,10,13,5,15.048,6.9,5.2,14.2,6.5,5,2.5,3,2.5,7.1,9.6,,6.3,5.9,14,29.458,17,14,13,24,,9,7.3,11.3,4.5,7.158,7.3,9,9,6.1,3.63,14,5.5,7.6,8.6,6,7.7,7.7,7,7.9,,7.6,,11,12,16,5,5,15,15,5.642,5.66,3.634,5.323,,4.7,7.1,4.9,7.9
8/15/2012 0:00,5,9,12,7,11.636,6.2,4.6,18.4,5.3,5,2.5,5,2.5,9.3,8.7,,8.7,8.6,11,19.125,12,8.375,9,18,12,11,8.5,6.7,4.9,6.105,6.2,11,10,8.1,4.35,12,6.6,9.4,10.3,3,,,10,8.8,,9.6,,11,5,15,14,5,5,5,4.368,3.609,3.489,4.391,,5.7,8.3,4.4,8.5
8/16/2012 0:00,11,12,14,6,17.318,7.4,4.9,17.9,5.8,6,5,10,9,10.7,15.3,,8.7,8.1,15,31.792,21,17,16,11,18,16,,10.2,7.5,8.45,9.1,14,14,10,9.62,18.4,12,12.4,15.2,7,,,8,10.8,,11.6,,16,25,24,25,19,11,17,6.914,5.407,5.997,6.374,11.9,4.9,7.1,5.6,8.7
8/17/2012 0:00,15,13,12,7,19.091,9.6,9.2,12.7,8,9,9,14,14,10.4,17.8,,15.6,11.4,25,60.167,32,29.708,23,25,25,21,14.6,12.2,12.7,14.971,18.3,16,13,11,10.89,23.9,16.6,18.9,19.4,10,7.3,7.3,13,17.1,,18.3,14,22,23,31,29,25,14,23,9.827,7.598,9.92,7.387,12.6,6.2,13.3,7.1,12.3
8/18/2012 0:00,22,13,16,8,21.875,15,10.4,11.8,11.7,9,13,15,13,10.2,21.5,12.82,14.3,9.7,19,42.167,29,28.333,22,18,21,20,18.2,16.4,11.4,14.746,22,24,15,10.4,11.98,19.1,14.4,18.2,21.1,11,,,17,15.9,,18.5,5,26,19,23,34,26,12,16,12.738,10.65,12.172,7.417,17.9,9.6,14.7,8.3,12.5
8/19/2012 0:00,16,15,14,7,21.65,20.5,15.6,6.2,17.5,10,16,17,11,15.8,24.7,16.25,16.1,14.7,18,26.583,25,20.208,17,16,19,9,19.3,14.6,14.4,19.258,18.7,32,20,15.8,14.34,15,16.1,13.4,15.3,14,,,19,14.4,,16.1,,37,29,26,29,27,19,18,20.022,16.18,13.845,14.286,20.9,11.4,16.1,12.8,12.3
8/20/2012 0:00,22,15,14,8,20.583,21.4,22.1,5.4,17.6,13,20,23,20,18.7,23.5,19.13,5,11.4,13,22.583,24,20.391,23,16,20,13,23.4,17.6,16.7,21.217,19.6,23,10,18.8,,20.2,18.6,17.9,19.5,14,,,24,20.6,,22.3,,27,15,,26,18,17,10,13.468,16.048,17.458,12.094,21.9,12.6,16.9,14.2,14.6
8/21/2012 0:00,16,13,16,,19.478,10.1,11.5,7.3,8.9,11,17,15,17,14.5,16.5,13.54,17.4,16.3,22,23.708,23,18.708,20,18,20,21,14.3,11.9,11.1,14.654,12.3,18,12,14.6,13.25,31.6,15.2,20.3,23.7,12,,,12,16.1,,16.7,24,25,21,29,27,20,14,27,13.108,15.151,12.141,9.712,14.8,3.4,22.6,6.4,9.7
8/22/2012 0:00,16,12,15,7,22.55,13.5,13.9,6.9,10.9,13,17,20,17,17.5,20.4,15.52,13,10.4,24,28.583,30,27.125,20,25,23,19,18.9,14.9,15.1,17.317,16,21,19,17,14.34,,19.2,22.5,24.3,10,7.7,7.7,11,20.1,,22.9,25,25,23,29,33,26,21,17,12.371,14.333,12.371,10.792,17,4.5,9.7,7.4,10.1
8/23/2012 0:00,18,11,16,7,19.043,9.7,9.6,12.7,7.1,13,12,16,20,13.5,17.6,10.65,12.8,7.9,26,30.917,30,23.167,21,15,22,17,13.6,11.7,13.8,14.567,12,15,15,14.8,11.44,,20.3,25.2,27.6,7,,,11,17.7,,,27,17,19,28,29,20,15,5,9.463,7.021,6.724,5.956,16.3,4.9,7.9,3.6,6.7
8/24/2012 0:00,15,15,14,7,24.043,10.9,10.9,12.9,7.7,13,19,25,20,13.8,20.7,16.06,10.7,13.9,25,26.292,26,19.25,24,21,18,19,22.3,15.7,20.7,21.586,17.8,18,10,15,12.89,,19.1,17.9,18.7,11,,,16,19.3,,26,26,19,15,23,20,5,19,16,11.466,8.618,7.085,7.984,23.4,8.9,13.1,8.5,13
8/25/2012 0:00,13,9,10,7,10.636,12.9,10.3,17.3,11.3,14,,12,13,13.3,14.2,15.16,8,10.4,13,16.542,13,7.958,16,10,10,15,16.5,19.9,16.4,18.258,17.6,10,12,21.2,24.86,19.4,11.9,12.9,13.3,13,,,16,11.9,,12.7,11,11,5,16,10,5,5,5,9.462,11.759,10.81,10.414,19.5,6.2,12.1,9.5,11.5
8/26/2012 0:00,5,6,8.6,8,9.696,9,10.2,21,27.2,11,,12,14,12.9,10.7,7.04,3.4,5.9,12,21.625,14,10.917,10,12,11,6,13.6,9.5,11.1,13.417,12.7,8,7,18.1,18.52,13,12,12,12.4,10,,,,11.2,,12.5,5,11,5,14,10,5,5,5,8.552,12.841,10.63,10.905,9.8,5.2,6.3,4.6,5.1
8/27/2012 0:00,11,8,8.4,6,9.955,5,4.5,8.3,9.2,6,7,7,9,8,7.8,6.34,7.8,6,10,14.375,11,7.292,10,8,12,10,8.2,6.7,6.9,7.175,6.2,10,3.5,9.2,,11,9.4,8.6,10.9,5,,,,8.6,,10.5,5,5,5,15,5,5,5,5,4.551,4.607,5.343,3.974,11.6,2.7,7,2.5,6.1
8/28/2012 0:00,16,11,12,8,17.238,10.8,5,5.2,7.3,8,7,28,16,12.2,15.3,11.21,13.2,9,14,22.083,21,,18,15,19,,12.7,11.8,10,13.029,12.3,17,12,9.6,,23.4,11,12.4,13.3,9,,,12,12.5,,14.7,13,24,20,24,26,29,5,19,7.462,6.84,6.541,3.054,18.9,4.9,10.3,7.3,10.3
8/29/2012 0:00,22,8,17,9,18.333,14.9,11.1,13.1,10.2,15,5,17,15,18.5,21.3,15.7,12.3,11.9,,42.167,31,,24,22,22,,15.3,14.2,14.9,17.592,15.4,30,19,18.2,12.88,30.7,16.2,26.6,26.7,13,,,14,22.3,,23.1,17,39,31,27,32,21,11,32,10.554,11.175,9.701,5.821,13.5,9.8,15.9,11.2,13.9
8/30/2012 0:00,16,11,17,11,23,19.8,17.4,,16.5,7,,18,18,21.5,23.1,12.82,8.2,11,24,42.5,29,23.25,26,24,22,,14,15.7,10.7,16.675,13.3,22,18,14.9,9.439,34.4,20.7,24.2,26.2,16,,,15,19.7,,21.6,16,30,29,28,26,18,21,28,11.829,14.094,11.41,6.139,17.8,12.3,13,13.7,13.2
8/31/2012 0:00,11,8,8.5,9,,16.1,16.7,11.3,15.7,9,6,19,15,17.5,18.2,11.37,6.5,8.2,20,35.083,24,17.125,28,18,20,19,12.7,12.8,15.5,13.058,13.1,17,14,10.1,8.35,29.7,14.6,24.6,27.9,17,,,20,20.9,,20,18,17,20,21,19,12,5,17,13.464,15.184,10.9,6.673,12.6,6.6,,8.3,11
9/1/2012 0:00,13,8,15,8,16.522,7.5,5.4,14.6,5.1,17,10,27,23,13.6,17.1,7.04,8.9,8.4,23,43.458,19,15,27,23,17,28,13.8,12,16.9,14.158,13.1,11,7,16.6,11.44,40.2,28.6,31.9,33.1,6,,,7,20.6,,19.8,24,5,12,21,10,5,5,11,9.827,9.16,8.324,8.094,9.3,4.7,6.5,5.6,7
9/2/2012 0:00,15,9,17,7,15.958,9.6,10.2,11,7,6,13,8,21,,11.1,8.3,12.3,8.8,18,53.75,23,15.75,22,20,16,20,15.4,9.1,7.1,14.525,12.3,11,11,10.5,21.05,30.5,15.2,24.3,25,7,,,10,16.7,,12.7,20,5,22,26,14,16,5,17,8.734,9.651,10.344,4.572,15.8,4.5,7.7,4.1,7.2
9/3/2012 0:00,20,,24,18,24.043,12.1,11,14.3,8.1,13,10,15,27,,20.2,14.26,13,11.9,32,71.542,38,32.708,30,34,43,23,20.9,15.7,17.4,18.8,8.7,15,11,18.4,17.42,38,23.5,28,29.7,9,,,11,23.1,,21.6,35,23,26,36,29,31,13,29,11.283,13.458,11.703,6.976,15.1,5.7,13.9,5.9,11
9/4/2012 0:00,22,14,20,16,29.227,10.8,8.5,17.6,5.7,13,13,15,27,,22,11.01,17.6,16.5,32,60.083,39,52.25,34,35,24,31,19.4,13.3,17.4,20.317,14.9,17,11,19.3,12.52,40,24.5,32.5,33.5,7,,,8,19,,18.9,35,11,22,33,16,22,10,28,11.28,11.228,7.104,5.003,17.5,5.6,8.3,5.9,8.8
9/5/2012 0:00,16,13,18,20,24.75,11.1,11.1,21.3,5.9,16,20,23,24,,7,7.22,9.9,11,31,33.458,32,22.083,35,37,19,30,14.3,14.4,18.4,18.071,15.6,17,15,13.9,8.16,47.5,25.2,42.1,40,7,,,8,16,,23.6,33,21,11,34,17,29,5,25,10.188,7.331,9.14,5.433,19.9,3.7,8.2,4.9,8.1
9/6/2012 0:00,13,8,5.7,12,11.75,7.3,6.1,14.2,3.4,8,14,10,13,,8.2,5.23,8.7,8.2,13,14.042,14,8.5,13,14,12,16,9.6,7.3,6,9.896,8.3,3.5,3.5,7.7,5.8,21.6,11.9,13.4,15.9,3,,,3,9.2,,8,19,5,18,16,5,13,5,13,6.188,4.918,5.706,3.342,10.8,2,6.4,3.6,6.3
9/7/2012 0:00,11,9,,11,15.261,7.7,7.4,16.7,6.2,9,7,8,9,,13.1,7.76,7.8,8.2,12,11.167,14,10.87,13,11,15,8,11.8,11.3,8.9,13.25,10,3.5,3.5,11.7,10.71,,8.7,9.2,10,6,,,6,9.2,,9.6,18,5,11,14,5,16,5,5,6.187,5.063,5.362,5.379,14.2,3.7,8.3,4.4,6.1
9/8/2012 0:00,5,8,7.8,7,11.95,6.4,5.4,14.7,4.3,8,,8,7,,7.8,2.89,5.2,5.3,13,9.75,12,,11,13,11,11,8.5,6.8,7.3,11.787,9.4,3.5,3.5,9.1,8.53,16,9.9,13.4,13.6,3,,,3,7.7,,8.7,19,5,11,19,16,16,5,14,5.097,4.192,3.998,3.941,7.4,2.4,4.4,2.9,4.3
9/9/2012 0:00,5,9,7.7,9,11.316,6.1,5.3,9.8,3.5,6,,6,5,,10,4.69,6.5,7.3,8,9.583,10,,7,8,7,11,7.3,4.7,5.8,6.987,7.8,3.5,3.5,8,8.53,12,8.9,10.3,10.3,5,,,6,7.3,,8.7,18,5,5,20,17,16,5,16,3.457,4.463,2.871,1.425,8.2,2.5,6.8,5.2,6.9
9/10/2012 0:00,15,12,11,20,,15.2,10.8,6.2,11.1,9,5,12,18,,35.3,13,15,12.1,12,21.833,21,,16,11,13,34,11.1,12,9.8,11.05,10,13,9,13.5,10.52,20.3,12.6,,16.7,8,,,18,13.4,,15.8,21,19,12,24,28,27,11,16,11.827,10.375,8.975,5.108,18.7,8.4,14.3,16.9,12.3
9/11/2012 0:00,18,15,14,18,21.476,20.6,21.7,5.2,17.5,12,9,22,20,,24.7,16.79,9.4,13.4,16,28.458,33,35.708,25,14,19,19,19.3,23.5,19.1,19.387,18.3,20,16,22.1,,16,30.6,,19.7,16,,,23,17.9,27.1,24.7,24,27,21,26,28,24,19,20,18.566,19.523,15.499,15.53,20.9,12,17.2,14.5,16.2
9/12/2012 0:00,5,5,6.3,9,10.583,5.9,6.8,10.4,4.6,15,17,23,24,,17,5.05,5.4,5.9,23,29.917,29,20.833,22,21,20,19,13.4,10.9,14.9,20.65,13.4,11,7,,,22,26.3,19.4,20.6,3,,,7,19.6,20.2,18.3,25,12,15,19,12,16,5,10,6.187,9.381,8.105,9.839,10.4,4.4,5.4,3.9,4.7
9/13/2012 0:00,5,7,10,8,13.208,7.7,4.6,21.4,4.5,15,20,16,28,,7.8,6.32,7.4,7.7,,8.167,6,4.083,6,9,6,8,5.8,8.8,5.5,8.621,3.8,9,3.5,6.2,,20.5,22.1,18.5,19.2,7,,,7,6.5,5.1,5.4,13,5,5,12,5,5,5,5,6.553,5.171,3.289,1.833,9.6,5.7,7.6,4.4,5.8
9/14/2012 0:00,11,8,7.8,13,17.682,11.4,9.2,,8,6,8,8,7,13.7,12.5,10.29,5.8,7.7,10,23.833,12,,10,10,10,11,9.8,11.1,6.9,12.263,7.3,9,13,5.7,8.16,11,10.1,11.5,12.6,6,,,8,8.5,12.1,8.3,18,13,12,27,22,18,5,5,9.831,7.041,5.215,4.776,13.7,5.2,11.4,5.2,7.9
9/15/2012 0:00,5,6,4,11,10.522,5.3,6.1,15.2,4.3,10,12,13,12,7.4,14.9,3.97,4.9,5.4,14,22.792,15,,14,13,13,12,9.8,5.3,11.5,14.292,8.2,9,9,11.2,15.24,16,10.8,10.4,10.3,3,,,3,11,14.1,11.8,20,5,10,19,17,13,5,5,5.096,4.717,4.562,6.018,7.8,2.7,5.8,2.6,5.6
9/16/2012 0:00,5,6,2,10,9.818,6.1,4.5,10.1,5.3,7,9,11,9,9,11.1,7.58,7.8,7.9,11,23.208,18,,10,11,14,10,10,9.1,8,12.504,9.6,11,9,6.7,9.07,12,12.1,11.2,11.3,3,,,6,11.2,,10.2,19,5,13,29,20,19,5,5,4.913,3.646,4.325,3.831,9.5,5.7,8.8,5.3,8.5
9/17/2012 0:00,20,13,8.8,15,21,13.6,9.8,10.5,10.5,12,14,17,12,23,26.2,13.36,15.6,7.7,13,28.292,25,,15,14,14,17,12,18.9,11.3,14.096,11.8,24,16,16,14.7,,17.5,16.4,16.9,10,,,11,14.6,,16.5,19,19,22,37,28,17,11,27,11.283,9.794,10.519,8.278,17.1,8.4,13.5,9.9,11
9/18/2012 0:00,20,14,14,34,21,20.8,18.4,14.4,17,16,16,26,23,27.7,33.6,16.43,11,15,19,37.417,31,34.955,24,19,21,21,24.5,26.6,24.9,27.479,23.6,27,24,21.4,23.23,26.7,34.6,21.6,25,13,,,17,24.7,,20,22,35,28,41,47,32,21,19,18.747,17.92,15.682,15.38,21.7,10.6,21.2,13.7,11.5
9/19/2012 0:00,5,8,8.8,9,16.136,10.4,11.4,16.4,7.5,15,14,21,21,9.4,23.8,,6.3,6.2,18,38.917,27,23.167,19,17,20,16,20.5,17.1,16,27,19.6,20,16,18.7,2.57,21.9,21.5,16.9,18.6,6,,,10,18.9,12.6,17.5,20,13,17,29,26,18,11,28,9.284,11.742,9.903,12.999,10.5,4,4.1,4.3,4
9/20/2012 0:00,13,9,14,10,16.667,9,5.5,22.4,4.9,11,10,9,2.5,22.9,14.9,,10.1,7,14,26.5,16,14.25,14,11,18,19,15.8,10.7,9.8,18.6,9.4,22,9,9.2,16.885,10,9.7,7.8,10.1,3,,,9,13,19.1,13.4,22,16,10,23,19,13,5,20,10.188,5.934,6.232,2.509,13.3,5.2,6.8,3.4,4.3
9/21/2012 0:00,15,10,16,18,23.048,16.3,10.8,15.6,10.2,11,12,13,12,16.3,32.4,,14.3,11,15,35.583,19,20.958,17,16,22,23,22.9,18.8,10.2,26.279,17.2,22,22,20.6,27.95,18,14.4,14.4,15.5,9,,,10,15.5,17.3,14.3,29,29,34,51,33,23,5,28,12.012,10.575,12.703,3.98,18.8,5.6,11.3,10.2,9.2
9/22/2012 0:00,11,9,8.7,31,20.417,14.5,12.5,11.2,16.5,7,14,11,12,7.2,15.8,,3.1,7.9,12,24.083,17,37.708,20,10,17,,14.7,10.2,11.6,17.546,10.5,15,14,11.4,21.6,,11.4,7.9,7.9,13,,,15,12.2,12.5,12.7,17,14,21,28,14,19,5,15,11.828,9.402,8.795,10.202,20.7,9.1,12,15.1,8.5
9/23/2012 0:00,5,5,12,10,9.818,7,4.4,6,4,9,10,7,8,10.8,10.7,,9.2,6.2,10,21.25,16,14.864,11,13,11,17,11.3,7.3,5.8,10.333,4.4,13,3.5,6.1,10.16,,12.7,10.6,10.9,3,,,3,10.3,16.3,8.9,17,20,21,34,22,10,5,17,2.914,11.179,8.524,2.24,11.3,1,8.4,2.7,5.2
9/24/2012 0:00,18,16,16,33,24.261,12.1,11.7,20.3,5.9,9,13,14,15,18.8,20.9,,14.9,11.7,16,37.292,24,,23,14,16,15,10.2,13.9,12.6,17.542,10.9,25,18,20.7,,,23.2,17.6,18.9,7,,,9,15.2,22,17.2,25,24,30,35,27,20,10,20,5.642,6.332,4.688,4.121,16.8,4,9.9,6.5,9.2
9/25/2012 0:00,5,6,9.2,15,21.091,11.7,14.2,12.4,9.1,14,14,33,26,20.8,29.8,,12,7.7,20,41.833,26,,25,21,19,19,28.2,21.1,27.5,26.854,23.6,27,11,16.3,29.4,9,30.8,14.5,27.3,14,,,20,21.5,28.5,25.9,26,31,26,29,32,17,5,29,21.478,14.696,18.684,8.127,14.9,6.6,9.9,8.9,7.8
9/26/2012 0:00,13,12,14,25,19.65,18.9,14.5,16.4,15.4,15,17,20,18,17.2,24.2,,13,14.4,12,38.125,19,,17,12,15,8,20.9,19.9,14.9,29.162,23.4,16,14,23.9,29.76,16,17.9,14.7,14.2,18,,,18,14.7,19.7,18.5,17,24,19,13,26,15,15,13,18.025,23.243,16.914,17.456,21.7,10.4,21.2,17.4,10.5
9/27/2012 0:00,5,8,4.6,13,16.429,14.7,11.1,26.7,14.4,14,13,19,21,13.6,20.5,,4.7,9.6,13,24.875,18,13.542,14,10,19,14,15.8,14.6,13.3,18,15.1,18,3.5,19.6,18.88,19,16,12.4,14.5,14,,,24,15.4,20.6,18,19,22,16,16,23,12,,14,14.38,12.973,11.719,10.968,14.5,4.4,7,7.8,4.7
9/28/2012 0:00,20,7,8.4,19,18.609,8.6,6,20.3,7.7,13,18,14,13,16.1,18.2,,16.3,8.6,7,16.667,16,,14,15,11,12,12,12.6,10.9,16.817,11.4,,11,10.5,17.6,15,13,12.2,14.6,5,,,12,11.7,22.4,16.1,15,19,,20,20,12,,18,10.738,7.059,8.089,5.642,10.7,4.5,7.5,4.3,5.4
9/29/2012 0:00,18,12,12,18,,13.4,11.3,,11.4,11,15,17,15,7.2,18.7,9.39,8.3,10.1,11,27.5,24,,22,10,18,15,15.1,15.7,13.8,18.912,13.6,,18,16.1,20.14,11,18.6,12.1,12.6,8,,,14,14.4,21.7,19.2,11,26,23,22,22,14,,20,16.562,15.369,15.179,9.367,18.2,5.9,8.9,6.3,6.5
